wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,277,38,315,0.07,0.01,0.08,13,2,11,588,19,0,9101,375,8710,16,t0000,2022-05-19
dolnośląskie,bolesławiecki,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,17,1,16,0,t0201,2022-05-19
dolnośląskie,dzierżoniowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,8,0,t0202,2022-05-19
dolnośląskie,głogowski,1,0,1,0.11,0.0,0.11,0,0,0,2,0,0,5,1,4,0,t0203,2022-05-19
dolnośląskie,górowski,0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,2,0,2,0,t0204,2022-05-19
dolnośląskie,jaworski,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,4,1,3,0,t0205,2022-05-19
dolnośląskie,jeleniogórski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,5,0,t0206,2022-05-19
dolnośląskie,kamiennogórski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0207,2022-05-19
dolnośląskie,kłodzki,2,0,2,0.13,0.0,0.13,0,0,0,0,0,0,26,2,24,0,t0208,2022-05-19
dolnośląskie,legnicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0209,2022-05-19
dolnośląskie,lubański,0,1,1,0.0,0.18,0.18,0,0,0,0,0,0,3,1,2,0,t0210,2022-05-19
dolnośląskie,lubiński,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,18,0,18,0,t0211,2022-05-19
dolnośląskie,lwówecki,0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,8,0,8,0,t0212,2022-05-19
dolnośląskie,milicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0213,2022-05-19
