wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,9246,-,-,2.41,601,164,437,28051,20609,262571,70590,10440,59255,895,t0000,2021-04-19
dolnośląskie,bolesławiecki,-,-,53,-,-,5.89,2,0,2,90,24,665,192,54,136,2,t0201,2021-04-19
dolnośląskie,dzierżoniowski,-,-,13,-,-,1.29,0,0,0,77,66,656,101,17,84,0,t0202,2021-04-19
dolnośląskie,głogowski,-,-,26,-,-,2.93,0,0,0,87,45,866,133,26,105,2,t0203,2021-04-19
dolnośląskie,górowski,-,-,11,-,-,3.17,0,0,0,43,21,285,61,11,50,0,t0204,2021-04-19
dolnośląskie,jaworski,-,-,10,-,-,2.0,1,1,0,57,37,369,73,11,60,2,t0205,2021-04-19
dolnośląskie,jeleniogórski,-,-,9,-,-,1.42,0,0,0,49,35,500,141,11,129,1,t0206,2021-04-19
dolnośląskie,kamiennogórski,-,-,1,-,-,0.23,0,0,0,9,14,184,79,2,77,0,t0207,2021-04-19
dolnośląskie,kłodzki,-,-,9,-,-,0.57,2,0,2,98,69,664,140,10,128,2,t0208,2021-04-19
dolnośląskie,legnicki,-,-,27,-,-,4.89,0,0,0,83,27,572,118,30,83,5,t0209,2021-04-19
dolnośląskie,lubański,-,-,30,-,-,5.55,0,0,0,73,19,447,109,38,68,3,t0210,2021-04-19
dolnośląskie,lubiński,-,-,30,-,-,2.83,0,0,0,108,95,913,177,37,140,0,t0211,2021-04-19
dolnośląskie,lwówecki,-,-,39,-,-,8.52,1,1,0,52,21,280,148,48,98,2,t0212,2021-04-19
dolnośląskie,milicki,-,-,5,-,-,1.35,0,0,0,24,25,295,43,7,35,1,t0213,2021-04-19
dolnośląskie,oleśnicki,-,-,44,-,-,4.1,0,0,0,66,79,817,194,47,145,2,t0214,2021-04-19
dolnośląskie,oławski,-,-,13,-,-,1.69,0,0,0,78,67,836,111,17,93,1,t0215,2021-04-19
dolnośląskie,polkowicki,-,-,28,-,-,4.44,3,3,0,65,51,807,126,30,94,2,t0216,2021-04-19
dolnośląskie,strzeliński,-,-,16,-,-,3.68,0,0,0,48,9,453,47,16,29,2,t0217,2021-04-19
dolnośląskie,średzki,-,-,12,-,-,2.17,0,0,0,67,43,606,49,13,36,0,t0218,2021-04-19
dolnośląskie,świdnicki,-,-,44,-,-,2.81,1,1,0,113,72,1340,266,53,208,5,t0219,2021-04-19
dolnośląskie,trzebnicki,-,-,23,-,-,2.69,0,0,0,77,59,817,149,25,121,3,t0220,2021-04-19
dolnośląskie,wałbrzyski,-,-,18,-,-,3.25,1,0,1,36,34,403,114,23,90,1,t0221,2021-04-19
dolnośląskie,wołowski,-,-,8,-,-,1.71,0,0,0,28,51,525,56,8,48,0,t0222,2021-04-19
dolnośląskie,wrocławski,-,-,55,-,-,3.57,2,2,0,155,131,1620,319,62,251,6,t0223,2021-04-19
dolnośląskie,ząbkowicki,-,-,4,-,-,0.62,0,0,0,62,34,483,87,5,80,2,t0224,2021-04-19
dolnośląskie,zgorzelecki,-,-,32,-,-,3.6,1,1,0,59,14,690,177,38,136,3,t0225,2021-04-19
dolnośląskie,złotoryjski,-,-,17,-,-,3.93,0,0,0,52,17,437,58,18,38,2,t0226,2021-04-19
dolnośląskie,Jelenia Góra,-,-,23,-,-,2.92,3,0,3,77,59,624,205,25,175,5,t0261,2021-04-19
dolnośląskie,Legnica,-,-,27,-,-,2.73,1,1,0,104,77,879,225,30,190,5,t0262,2021-04-19
dolnośląskie,Wrocław,-,-,193,-,-,3.0,16,14,2,465,498,4915,1329,237,1077,15,t0264,2021-04-19
dolnośląskie,Wałbrzych,-,-,41,-,-,3.71,5,0,5,82,71,948,283,47,236,0,t0265,2021-04-19
kujawsko-pomorskie,aleksandrowski,-,-,17,-,-,3.09,1,0,1,30,20,259,127,17,108,2,t0401,2021-04-19
kujawsko-pomorskie,brodnicki,-,-,14,-,-,1.77,0,0,0,59,35,416,128,15,112,1,t0402,2021-04-19
kujawsko-pomorskie,bydgoski,-,-,39,-,-,3.27,3,0,3,111,81,981,201,39,161,1,t0403,2021-04-19
kujawsko-pomorskie,chełmiński,-,-,12,-,-,2.32,0,0,0,46,14,353,96,13,80,3,t0404,2021-04-19
kujawsko-pomorskie,golubsko-dobrzyński,-,-,2,-,-,0.44,0,0,0,35,9,227,63,3,60,0,t0405,2021-04-19
kujawsko-pomorskie,grudziądzki,-,-,7,-,-,1.74,3,3,0,15,9,225,64,7,57,0,t0406,2021-04-19
kujawsko-pomorskie,inowrocławski,-,-,28,-,-,1.76,5,0,5,99,61,837,173,30,139,4,t0407,2021-04-19
kujawsko-pomorskie,lipnowski,-,-,22,-,-,3.35,1,0,1,45,29,370,134,22,111,1,t0408,2021-04-19
kujawsko-pomorskie,mogileński,-,-,19,-,-,4.17,4,0,4,44,23,354,60,20,40,0,t0409,2021-04-19
kujawsko-pomorskie,nakielski,-,-,40,-,-,4.64,5,0,5,97,37,679,166,45,119,2,t0410,2021-04-19
kujawsko-pomorskie,radziejowski,-,-,12,-,-,2.98,0,0,0,35,14,224,60,12,47,1,t0411,2021-04-19
kujawsko-pomorskie,rypiński,-,-,17,-,-,3.92,2,1,1,29,24,322,78,18,60,0,t0412,2021-04-19
kujawsko-pomorskie,sępoleński,-,-,19,-,-,4.64,1,0,1,56,1,207,90,20,69,1,t0413,2021-04-19
kujawsko-pomorskie,świecki,-,-,12,-,-,1.21,2,0,2,79,29,610,133,19,114,0,t0414,2021-04-19
kujawsko-pomorskie,toruński,-,-,41,-,-,3.76,0,0,0,80,53,689,212,44,165,3,t0415,2021-04-19
kujawsko-pomorskie,tucholski,-,-,11,-,-,2.28,2,0,2,46,27,385,87,11,75,1,t0416,2021-04-19
kujawsko-pomorskie,wąbrzeski,-,-,11,-,-,3.22,0,0,0,24,9,134,59,13,46,0,t0417,2021-04-19
kujawsko-pomorskie,włocławski,-,-,6,-,-,0.7,1,0,1,69,30,468,97,7,90,0,t0418,2021-04-19
kujawsko-pomorskie,żniński,-,-,22,-,-,3.14,4,0,4,50,40,564,104,24,79,1,t0419,2021-04-19
