wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,197,-,-,0.05,4,2,2,1732,234,60042,38238,243,37944,51,t0000,2021-08-18
dolnośląskie,bolesławiecki,-,-,2,-,-,0.22,0,0,0,4,1,159,92,2,90,0,t0201,2021-08-18
dolnośląskie,dzierżoniowski,-,-,0,-,-,0.0,0,0,0,4,0,68,96,0,96,0,t0202,2021-08-18
dolnośląskie,głogowski,-,-,0,-,-,0.0,0,0,0,3,0,68,54,0,54,0,t0203,2021-08-18
dolnośląskie,górowski,-,-,0,-,-,0.0,0,0,0,1,0,25,21,0,21,0,t0204,2021-08-18
dolnośląskie,jaworski,-,-,1,-,-,0.2,0,0,0,2,0,43,30,1,29,0,t0205,2021-08-18
dolnośląskie,jeleniogórski,-,-,0,-,-,0.0,0,0,0,8,0,98,59,0,59,0,t0206,2021-08-18
dolnośląskie,kamiennogórski,-,-,0,-,-,0.0,0,0,0,1,0,58,31,0,31,0,t0207,2021-08-18
dolnośląskie,kłodzki,-,-,0,-,-,0.0,0,0,0,4,0,126,118,0,118,0,t0208,2021-08-18
dolnośląskie,legnicki,-,-,0,-,-,0.0,0,0,0,0,0,87,42,0,42,0,t0209,2021-08-18
dolnośląskie,lubański,-,-,0,-,-,0.0,0,0,0,1,0,37,15,0,15,0,t0210,2021-08-18
dolnośląskie,lubiński,-,-,1,-,-,0.09,0,0,0,2,0,65,90,1,89,0,t0211,2021-08-18
dolnośląskie,lwówecki,-,-,0,-,-,0.0,0,0,0,3,0,39,46,0,46,0,t0212,2021-08-18
dolnośląskie,milicki,-,-,0,-,-,0.0,0,0,0,2,1,32,20,0,20,0,t0213,2021-08-18
dolnośląskie,oleśnicki,-,-,1,-,-,0.09,0,0,0,0,2,142,53,1,52,0,t0214,2021-08-18
dolnośląskie,oławski,-,-,0,-,-,0.0,0,0,0,1,0,229,101,0,101,0,t0215,2021-08-18
