wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,522,165,687,0.14,0.04,0.18,15,3,12,894,0,0,5416,726,4669,21,t0000,2023-01-23
dolnośląskie,bolesławiecki,5,0,5,0.56,0.0,0.56,0,0,0,3,0,0,14,5,9,0,t0201,2023-01-23
dolnośląskie,dzierżoniowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0202,2023-01-23
dolnośląskie,głogowski,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,3,0,3,0,t0203,2023-01-23
dolnośląskie,górowski,0,0,0,0.0,0.0,0.0,0,0,0,10,0,0,10,0,10,0,t0204,2023-01-23
dolnośląskie,jaworski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0205,2023-01-23
dolnośląskie,jeleniogórski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0206,2023-01-23
dolnośląskie,kamiennogórski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0207,2023-01-23
dolnośląskie,kłodzki,3,0,3,0.19,0.0,0.19,0,0,0,0,0,0,11,3,8,0,t0208,2023-01-23
dolnośląskie,legnicki,1,0,1,0.18,0.0,0.18,0,0,0,0,0,0,4,1,3,0,t0209,2023-01-23
dolnośląskie,lubański,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0210,2023-01-23
dolnośląskie,lubiński,2,1,3,0.19,0.09,0.28,0,0,0,1,0,0,12,3,9,0,t0211,2023-01-23
dolnośląskie,lwówecki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,t0212,2023-01-23
dolnośląskie,milicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0213,2023-01-23
dolnośląskie,oleśnicki,1,0,1,0.09,0.0,0.09,0,0,0,1,0,0,6,1,5,0,t0214,2023-01-23
dolnośląskie,oławski,3,0,3,0.39,0.0,0.39,0,0,0,0,0,0,8,3,5,0,t0215,2023-01-23
dolnośląskie,polkowicki,4,1,5,0.63,0.16,0.79,0,0,0,1,0,0,9,5,4,0,t0216,2023-01-23
dolnośląskie,strzeliński,4,3,7,0.92,0.69,1.61,0,0,0,11,0,0,12,7,5,0,t0217,2023-01-23
dolnośląskie,średzki,3,2,5,0.54,0.36,0.9,0,0,0,4,0,0,7,5,2,0,t0218,2023-01-23
dolnośląskie,świdnicki,2,3,5,0.13,0.19,0.32,0,0,0,3,0,0,26,5,21,0,t0219,2023-01-23
dolnośląskie,trzebnicki,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,5,0,5,0,t0220,2023-01-23
dolnośląskie,wałbrzyski,0,1,1,0.0,0.18,0.18,0,0,0,3,0,0,6,1,5,0,t0221,2023-01-23
dolnośląskie,wołowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0222,2023-01-23
dolnośląskie,wrocławski,3,0,3,0.19,0.0,0.19,0,0,0,0,0,0,7,3,4,0,t0223,2023-01-23
dolnośląskie,ząbkowicki,2,0,2,0.31,0.0,0.31,0,0,0,2,0,0,10,3,7,0,t0224,2023-01-23
dolnośląskie,zgorzelecki,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2,0,2,0,t0225,2023-01-23
dolnośląskie,złotoryjski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0226,2023-01-23
dolnośląskie,Jelenia Góra,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,7,0,t0261,2023-01-23
dolnośląskie,Legnica,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,7,0,t0262,2023-01-23
