wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,71,-,-,0.02,5,0,5,493,207,60566,30658,105,30504,49,t0000,2021-06-26
dolnośląskie,bolesławiecki,-,-,0,-,-,0.0,0,0,0,0,2,352,61,0,61,0,t0201,2021-06-26
dolnośląskie,dzierżoniowski,-,-,0,-,-,0.0,0,0,0,0,1,75,34,0,34,0,t0202,2021-06-26
dolnośląskie,głogowski,-,-,0,-,-,0.0,0,0,0,3,0,72,51,0,51,0,t0203,2021-06-26
dolnośląskie,górowski,-,-,0,-,-,0.0,0,0,0,0,0,36,25,0,25,0,t0204,2021-06-26
dolnośląskie,jaworski,-,-,0,-,-,0.0,0,0,0,2,0,41,11,0,11,0,t0205,2021-06-26
dolnośląskie,jeleniogórski,-,-,0,-,-,0.0,0,0,0,1,1,54,23,1,22,0,t0206,2021-06-26
dolnośląskie,kamiennogórski,-,-,0,-,-,0.0,0,0,0,0,0,24,11,0,11,0,t0207,2021-06-26
dolnośląskie,kłodzki,-,-,0,-,-,0.0,0,0,0,1,0,135,61,0,61,0,t0208,2021-06-26
dolnośląskie,legnicki,-,-,0,-,-,0.0,0,0,0,0,0,72,6,0,6,0,t0209,2021-06-26
dolnośląskie,lubański,-,-,0,-,-,0.0,0,0,0,0,2,48,5,0,5,0,t0210,2021-06-26
dolnośląskie,lubiński,-,-,0,-,-,0.0,0,0,0,2,0,74,39,0,37,2,t0211,2021-06-26
dolnośląskie,lwówecki,-,-,0,-,-,0.0,0,0,0,0,0,39,10,0,10,0,t0212,2021-06-26
