wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt
Cały kraj,Cały kraj,-,-,2419,-,-,0.63,38,10,28,193,7401,170854,19945,2743,16877,325,t0000
dolnośląskie,bolesławiecki,-,-,4,-,-,0.44,0,0,0,0,10,428,71,4,67,0,t0201
dolnośląskie,dzierżoniowski,-,-,2,-,-,0.2,0,0,0,0,14,174,34,4,30,0,t0202
dolnośląskie,głogowski,-,-,2,-,-,0.23,1,0,1,1,5,271,52,2,50,0,t0203
dolnośląskie,górowski,-,-,1,-,-,0.29,0,0,0,0,2,97,13,1,12,0,t0204
dolnośląskie,jaworski,-,-,9,-,-,1.8,0,0,0,0,6,136,28,10,18,0,t0205
dolnośląskie,jeleniogórski,-,-,2,-,-,0.32,0,0,0,0,4,224,27,3,24,0,t0206
dolnośląskie,kamiennogórski,-,-,0,-,-,0.0,0,0,0,0,4,91,3,0,3,0,t0207
dolnośląskie,kłodzki,-,-,17,-,-,1.08,0,0,0,0,21,500,109,20,88,1,t0208
dolnośląskie,legnicki,-,-,1,-,-,0.18,0,0,0,0,6,142,21,1,20,0,t0209
dolnośląskie,lubański,-,-,8,-,-,1.48,0,0,0,0,2,224,23,8,15,0,t0210
dolnośląskie,lubiński,-,-,4,-,-,0.38,0,0,0,0,6,199,37,4,32,1,t0211
dolnośląskie,lwówecki,-,-,2,-,-,0.44,0,0,0,0,4,88,12,2,10,0,t0212
dolnośląskie,milicki,-,-,2,-,-,0.54,0,0,0,0,3,101,17,2,14,1,t0213
dolnośląskie,oleśnicki,-,-,7,-,-,0.65,0,0,0,0,12,366,63,7,55,1,t0214
dolnośląskie,oławski,-,-,9,-,-,1.17,0,0,0,2,12,437,51,10,39,2,t0215
dolnośląskie,polkowicki,-,-,1,-,-,0.16,0,0,0,0,6,163,23,1,22,0,t0216
dolnośląskie,strzeliński,-,-,1,-,-,0.23,0,0,0,0,6,107,20,1,19,0,t0217
dolnośląskie,średzki,-,-,1,-,-,0.18,0,0,0,0,6,226,17,1,16,0,t0218
dolnośląskie,świdnicki,-,-,13,-,-,0.83,0,0,0,0,22,624,75,13,61,1,t0219
dolnośląskie,trzebnicki,-,-,9,-,-,1.05,0,0,0,1,26,364,74,10,64,0,t0220
dolnośląskie,wałbrzyski,-,-,1,-,-,0.18,0,0,0,0,5,124,4,1,3,0,t0221
dolnośląskie,wołowski,-,-,2,-,-,0.43,0,0,0,0,7,175,27,2,25,0,t0222
dolnośląskie,wrocławski,-,-,9,-,-,0.58,0,0,0,0,20,1160,102,10,89,3,t0223
dolnośląskie,ząbkowicki,-,-,3,-,-,0.47,0,0,0,1,44,258,19,3,14,2,t0224
dolnośląskie,zgorzelecki,-,-,4,-,-,0.45,0,0,0,0,5,301,17,4,13,0,t0225
dolnośląskie,złotoryjski,-,-,0,-,-,0.0,0,0,0,0,2,126,10,0,10,0,t0226
dolnośląskie,Jelenia Góra,-,-,8,-,-,1.02,0,0,0,0,8,246,38,9,29,0,t0261
dolnośląskie,Legnica,-,-,3,-,-,0.3,0,0,0,0,8,539,41,3,36,2,t0262
dolnośląskie,Wrocław,-,-,47,-,-,0.73,0,0,0,1,86,3667,718,55,649,14,t0264
dolnośląskie,Wałbrzych,-,-,7,-,-,0.63,0,0,0,0,9,295,26,7,17,2,t0265
