wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,682,84,766,0.18,0.02,0.2,0,0,0,44,10,0,3746,831,2890,25,t0000,2022-08-20
dolnośląskie,bolesławiecki,1,0,1,0.11,0.0,0.11,0,0,0,0,0,0,5,1,4,0,t0201,2022-08-20
dolnośląskie,dzierżoniowski,1,1,2,0.1,0.1,0.2,0,0,0,0,0,0,4,2,2,0,t0202,2022-08-20
dolnośląskie,głogowski,1,0,1,0.11,0.0,0.11,0,0,0,0,0,0,2,1,1,0,t0203,2022-08-20
dolnośląskie,górowski,1,0,1,0.29,0.0,0.29,0,0,0,0,0,0,2,1,1,0,t0204,2022-08-20
dolnośląskie,jaworski,2,0,2,0.4,0.0,0.4,0,0,0,0,0,0,8,2,6,0,t0205,2022-08-20
dolnośląskie,jeleniogórski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,t0206,2022-08-20
dolnośląskie,kamiennogórski,6,0,6,1.39,0.0,1.39,0,0,0,0,0,0,8,6,2,0,t0207,2022-08-20
dolnośląskie,kłodzki,1,0,1,0.06,0.0,0.06,0,0,0,0,0,0,7,1,6,0,t0208,2022-08-20
dolnośląskie,legnicki,1,0,1,0.18,0.0,0.18,0,0,0,0,0,0,2,1,1,0,t0209,2022-08-20
dolnośląskie,lubański,3,0,3,0.55,0.0,0.55,0,0,0,0,0,0,5,3,2,0,t0210,2022-08-20
dolnośląskie,lubiński,4,0,4,0.38,0.0,0.38,0,0,0,0,0,0,11,4,7,0,t0211,2022-08-20
dolnośląskie,lwówecki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0212,2022-08-20
