wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,11547,1437,12984,3.01,0.37,3.39,269,89,180,21956,21361,99324,85962,14360,70665,937,t0000,2022-02-28
dolnośląskie,bolesławiecki,19,4,23,2.11,0.44,2.55,0,0,0,41,26,169,191,27,162,2,t0201,2022-02-28
dolnośląskie,dzierżoniowski,9,0,9,0.9,0.0,0.9,3,0,3,29,24,135,125,15,110,0,t0202,2022-02-28
dolnośląskie,głogowski,17,2,19,1.91,0.23,2.14,0,0,0,39,46,205,152,20,132,0,t0203,2022-02-28
dolnośląskie,górowski,16,1,17,4.61,0.29,4.9,0,0,0,43,26,111,71,17,54,0,t0204,2022-02-28
dolnośląskie,jaworski,7,0,7,1.4,0.0,1.4,0,0,0,15,14,95,87,12,73,2,t0205,2022-02-28
dolnośląskie,jeleniogórski,20,1,21,3.16,0.16,3.31,2,0,2,23,30,135,136,23,112,1,t0206,2022-02-28
dolnośląskie,kamiennogórski,6,1,7,1.39,0.23,1.63,0,0,0,9,13,86,114,8,106,0,t0207,2022-02-28
dolnośląskie,kłodzki,19,3,22,1.21,0.19,1.4,2,1,1,50,39,255,177,23,152,2,t0208,2022-02-28
dolnośląskie,legnicki,11,1,12,1.99,0.18,2.17,1,1,0,22,21,180,108,14,94,0,t0209,2022-02-28
dolnośląskie,lubański,18,5,23,3.33,0.92,4.25,0,0,0,34,43,131,98,24,70,4,t0210,2022-02-28
dolnośląskie,lubiński,34,0,34,3.2,0.0,3.2,0,0,0,55,40,222,213,36,176,1,t0211,2022-02-28
dolnośląskie,lwówecki,23,1,24,5.03,0.22,5.24,0,0,0,52,23,124,147,26,118,3,t0212,2022-02-28
dolnośląskie,milicki,16,2,18,4.33,0.54,4.88,0,0,0,32,22,105,49,19,30,0,t0213,2022-02-28
dolnośląskie,oleśnicki,15,0,15,1.4,0.0,1.4,0,0,0,22,46,157,170,19,149,2,t0214,2022-02-28
dolnośląskie,oławski,11,2,13,1.43,0.26,1.69,5,3,2,36,43,209,107,20,87,0,t0215,2022-02-28
dolnośląskie,polkowicki,10,3,13,1.59,0.48,2.06,0,0,0,27,49,148,93,13,80,0,t0216,2022-02-28
dolnośląskie,strzeliński,12,1,13,2.76,0.23,2.99,0,0,0,49,15,117,89,14,75,0,t0217,2022-02-28
dolnośląskie,średzki,8,2,10,1.45,0.36,1.81,0,0,0,40,34,156,72,12,60,0,t0218,2022-02-28
dolnośląskie,świdnicki,18,1,19,1.15,0.06,1.21,0,0,0,56,68,323,237,22,212,3,t0219,2022-02-28
dolnośląskie,trzebnicki,17,0,17,1.99,0.0,1.99,0,0,0,33,38,192,157,20,135,2,t0220,2022-02-28
dolnośląskie,wałbrzyski,14,2,16,2.53,0.36,2.89,2,0,2,51,24,121,128,16,111,1,t0221,2022-02-28
dolnośląskie,wołowski,5,2,7,1.07,0.43,1.5,0,0,0,14,27,92,72,9,62,1,t0222,2022-02-28
dolnośląskie,wrocławski,56,8,64,3.64,0.52,4.16,1,1,0,135,136,569,361,68,289,4,t0223,2022-02-28
dolnośląskie,ząbkowicki,7,1,8,1.09,0.16,1.24,3,1,2,26,14,115,81,9,70,2,t0224,2022-02-28
dolnośląskie,zgorzelecki,22,1,23,2.48,0.11,2.59,0,0,0,63,44,313,155,24,130,1,t0225,2022-02-28
dolnośląskie,złotoryjski,9,0,9,2.08,0.0,2.08,0,0,0,24,18,87,51,10,41,0,t0226,2022-02-28
dolnośląskie,Jelenia Góra,29,3,32,3.68,0.38,4.06,1,0,1,55,48,119,155,34,120,1,t0261,2022-02-28
dolnośląskie,Legnica,31,3,34,3.13,0.3,3.43,4,4,0,51,54,297,222,38,184,0,t0262,2022-02-28
dolnośląskie,Wrocław,301,29,330,4.68,0.45,5.13,1,1,0,359,542,2126,1659,366,1272,21,t0264,2022-02-28
dolnośląskie,Wałbrzych,14,2,16,1.27,0.18,1.45,4,0,4,49,45,166,249,19,230,0,t0265,2022-02-28
kujawsko-pomorskie,aleksandrowski,29,4,33,5.27,0.73,6.0,1,0,1,74,43,240,132,35,97,0,t0401,2022-02-28
