Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000
2021-11-28,Entire Country,Entire Country,0000,1.088357411028678,5.981428571428572,5.492791548089939e-05,2021-11-28,3823.1926
2021-11-28,dolnośląskie,Bolesławiecki,0201,1.0026514560727255,8.345714285714285,4.682382299859629,2021-11-28,8.9762
2021-11-28,dolnośląskie,Dzierżoniowski,0202,0.8005203382198429,3.581428571428571,5.190373742932907,2021-11-28,9.9935
2021-11-28,dolnośląskie,Głogowski,0203,0.9044964781168384,5.581428571428572,6.643526631768178,2021-11-28,8.8447
2021-11-28,dolnośląskie,Górowski,0204,0.5788376939106274,4.857142857142857,3.7537624450104192,2021-11-28,3.4552
2021-11-28,dolnośląskie,Jaworski,0205,0.8042787630192625,4.232857142857143,5.740539671049986,2021-11-28,4.9734
2021-11-28,dolnośląskie,Karkonoski,0206,1.105268975099869,3.132857142857143,4.847393933652282,2021-11-28,6.3333
2021-11-28,dolnośląskie,Kamiennogórski,0207,0.2335139174294788,0.9628571428571429,6.178778255184009,2021-11-28,4.2824
2021-11-28,dolnośląskie,Kłodzki,0208,0.703851346595599,2.8242857142857147,6.782567521739408,2021-11-28,15.6283
2021-11-28,dolnośląskie,Legnicki,0209,0.5443658138268916,4.475714285714285,4.411177644710579,2021-11-28,5.511
2021-11-28,dolnośląskie,Lubański,0210,1.1141647478273786,6.394285714285714,4.5197949936864,2021-11-28,5.3852
2021-11-28,dolnośląskie,Lubiński,0211,0.7554581853894387,7.484285714285714,8.522512653924604,2021-11-28,10.5896
2021-11-28,dolnośląskie,Lwówecki,0212,0.0,4.838571428571429,5.37731090594092,2021-11-28,4.5599
2021-11-28,dolnośląskie,Milicki,0213,0.2717391304347826,6.422857142857143,6.244565217391305,2021-11-28,3.68
2021-11-28,dolnośląskie,Oleśnicki,0214,0.2796733415370847,5.231428571428572,7.111160830816273,2021-11-28,10.7268
2021-11-28,dolnośląskie,Oławski,0215,0.4582321404023278,6.805714285714286,6.170095770517344,2021-11-28,4.3646
2021-11-28,dolnośląskie,Polkowicki,0216,0.7936885883454768,7.945714285714286,3.6223947172087563,2021-11-28,6.2997
2021-11-28,dolnośląskie,Strzeliński,0217,0.23136901043474237,5.158571428571429,5.00219800559913,2021-11-28,4.3221
2021-11-28,dolnośląskie,Średzki,0218,0.0,5.522857142857142,2.720328601282698,2021-11-28,5.5508
2021-11-28,dolnośląskie,Świdnicki,0219,0.2563856039483383,3.3028571428571434,5.423196487517226,2021-11-28,15.6015
2021-11-28,dolnośląskie,Trzebnicki,0220,0.2346701710745547,4.215714285714285,5.067702344355009,2021-11-28,8.5226
2021-11-28,dolnośląskie,Wałbrzyski,0221,0.0,2.3971428571428572,4.525740831473316,2021-11-28,5.5107
2021-11-28,dolnośląskie,Wołowski,0222,0.2144864122857817,5.258571428571429,4.8838556077472495,2021-11-28,4.6623
2021-11-28,dolnośląskie,Wrocławski,0223,0.19191156714985735,9.802857142857144,3.8068857870293367,2021-11-28,15.6322
2021-11-28,dolnośląskie,Ząbkowicki,0224,0.0,5.074285714285714,6.2671660424469415,2021-11-28,6.408
2021-11-28,dolnośląskie,Zgorzelecki,0225,1.470821170773652,5.938571428571429,4.439617133935239,2021-11-28,8.8386
2021-11-28,dolnośląskie,Złotoryjski,0226,0.4647056089967006,5.347142857142857,5.9389376829778335,2021-11-28,4.3038
2021-11-28,dolnośląskie,Jelenia Góra,0261,0.8935980085530095,3.718571428571429,10.26744111827408,2021-11-28,7.8335
2021-11-28,dolnośląskie,Legnica,0262,1.7270104433337397,5.782857142857142,6.950709090170263,2021-11-28,9.8436
2021-11-28,dolnośląskie,Wrocław,0264,0.4050298475841527,8.457142857142857,11.783408731197268,2021-11-28,64.1928
2021-11-28,dolnośląskie,Wałbrzych,0265,1.3639959625719509,2.557142857142857,11.490301988706113,2021-11-28,10.9971
2021-11-28,kujawsko-pomorskie,Aleksandrowski,0401,2.914867646790913,4.077142857142857,9.393160991783716,2021-11-28,5.4891
2021-11-28,kujawsko-pomorskie,Brodnicki,0402,0.8858180529719195,5.288571428571428,5.428799210356479,2021-11-28,7.9023
