Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000
2024-08-03,Entire Country,Entire Country,0000,0.002092492018,0.09142857143,39.49649623,2024-07-27,3823.1926
2024-08-03,dolnośląskie,Bolesławiecki,0201,0,0.1571428571,32.75105278,2024-07-27,8.9762
2024-08-03,dolnośląskie,Dzierżoniowski,0202,0,0.01428571429,36.40366238,2024-07-27,9.9935
2024-08-03,dolnośląskie,Głogowski,0203,0,0.1457142857,44.52157789,2024-07-27,8.8447
2024-08-03,dolnośląskie,Górowski,0204,0,0.04142857143,29.05186386,2024-07-27,3.4552
2024-08-03,dolnośląskie,Jaworski,0205,0,0,37.09735794,2024-07-27,4.9734
2024-08-03,dolnośląskie,Karkonoski,0206,0,0.1142857143,30.11068479,2024-07-27,6.3333
2024-08-03,dolnośląskie,Kamiennogórski,0207,0,0,37.50467028,2024-07-27,4.2824
2024-08-03,dolnośląskie,Kłodzki,0208,0,0.03571428571,36.70904705,2024-07-27,15.6283
2024-08-03,dolnośląskie,Legnicki,0209,0,0,33.2462348,2024-07-27,5.511
2024-08-03,dolnośląskie,Lubański,0210,0,0,32.901285,2024-07-27,5.3852
2024-08-03,dolnośląskie,Lubiński,0211,0,0.2557142857,45.47669411,2024-07-27,10.5896
2024-08-03,dolnośląskie,Lwówecki,0212,0,0,40.93949429,2024-07-27,4.5599
2024-08-03,dolnośląskie,Milicki,0213,0,0.2314285714,36.42391304,2024-07-27,3.68
2024-08-03,dolnośląskie,Oleśnicki,0214,0,0.01285714286,54.03568632,2024-07-27,10.7268
2024-08-03,dolnośląskie,Oławski,0215,0,0.03714285714,27.53975164,2024-07-27,4.3646
2024-08-03,dolnośląskie,Polkowicki,0216,0,0.04571428571,28.49818245,2024-07-27,6.2997
2024-08-03,dolnośląskie,Strzeliński,0217,0,0.03285714286,36.76684945,2024-07-27,4.3221
2024-08-03,dolnośląskie,Średzki,0218,0,0.05142857143,25.65035671,2024-07-27,5.5508
2024-08-03,dolnośląskie,Świdnicki,0219,0,0.03714285714,37.97583566,2024-07-27,15.6015
2024-08-03,dolnośląskie,Trzebnicki,0220,0,0.01714285714,34.12925633,2024-07-27,8.5226
2024-08-03,dolnośląskie,Wałbrzyski,0221,0,0.05142857143,25.0512639,2024-07-27,5.5107
2024-08-03,dolnośląskie,Wołowski,0222,0,0.03,36.47341441,2024-07-27,4.6623
2024-08-03,dolnośląskie,Wrocławski,0223,0,0.05285714286,33.98370031,2024-07-27,15.6322
2024-08-03,dolnośląskie,Ząbkowicki,0224,0,0.1571428571,35.43383271,2024-07-27,6.408
2024-08-03,dolnośląskie,Zgorzelecki,0225,0,0,36.81917951,2024-07-27,8.8386
2024-08-03,dolnośląskie,Złotoryjski,0226,0,0,38.52409499,2024-07-27,4.3038
2024-08-03,dolnośląskie,Jelenia Góra,0261,0,0.03714285714,57.96131997,2024-07-27,7.8335
2024-08-03,dolnośląskie,Legnica,0262,0,0.01428571429,46.10813117,2024-07-27,9.8436
2024-08-03,dolnośląskie,Wrocław,0264,0,0.09571428571,73.44499695,2024-07-27,64.1928
2024-08-03,dolnośląskie,Wałbrzych,0265,0,0,56.45124624,2024-07-27,10.9971
2024-08-03,kujawsko-pomorskie,Aleksandrowski,0401,0,0,46.39558398,2024-07-27,5.4891
2024-08-03,kujawsko-pomorskie,Brodnicki,0402,0,0.1628571429,34.13816231,2024-07-27,7.9023
2024-08-03,kujawsko-pomorskie,Bydgoski,0403,0,0.09428571429,29.39002923,2024-07-27,12.0432
2024-08-03,kujawsko-pomorskie,Chełmiński,0404,0,0.05428571429,38.19230695,2024-07-27,5.1657
2024-08-03,kujawsko-pomorskie,Golubsko-Dobrzyński,0405,0,0.1914285714,25.82320812,2024-07-27,4.4855
2024-08-03,kujawsko-pomorskie,Grudziądzki,0406,0,0.3557142857,21.58044908,2024-07-27,4.0305
2024-08-03,kujawsko-pomorskie,Inowrocławski,0407,0,0.2342857143,31.81720674,2024-07-27,15.8496
2024-08-03,kujawsko-pomorskie,Lipnowski,0408,0,0.06428571429,29.54163484,2024-07-27,6.545
2024-08-03,kujawsko-pomorskie,Mogileński,0409,0,0.03142857143,38.11617783,2024-07-27,4.5482
2024-08-03,kujawsko-pomorskie,Nakielski,0410,0,0.2642857143,40.15141839,2024-07-27,8.6119
2024-08-03,kujawsko-pomorskie,Radziejowski,0411,0,0.2142857143,33.98875703,2024-07-27,4.0025
2024-08-03,kujawsko-pomorskie,Rypiński,0412,0.2304678497,0.1314285714,34.1368979,2024-07-27,4.339
2024-08-03,kujawsko-pomorskie,Sępoleński,0413,0,0,38.1472591,2024-07-27,4.0826
2024-08-03,kujawsko-pomorskie,Świecki,0414,0,0.05714285714,36.21470472,2024-07-27,9.8703
2024-08-03,kujawsko-pomorskie,Toruński,0415,0,0.1042857143,20.72833478,2024-07-27,10.9565
2024-08-03,kujawsko-pomorskie,Tucholski,0416,0,0,33.40093539,2024-07-27,4.8322
2024-08-03,kujawsko-pomorskie,Wąbrzeski,0417,0,0,33.20505288,2024-07-27,3.404
2024-08-03,kujawsko-pomorskie,Włocławski,0418,0,0.2828571429,26.42505196,2024-07-27,8.5646
2024-08-03,kujawsko-pomorskie,Żniński,0419,0,0.1014285714,25.08227685,2024-07-27,6.9886
2024-08-03,kujawsko-pomorskie,Bydgoszcz,0461,0,0.1642857143,66.71200351,2024-07-27,34.4091
2024-08-03,kujawsko-pomorskie,Grudziądz,0462,0,0.3371428571,52.73181993,2024-07-27,9.3564
2024-08-03,kujawsko-pomorskie,Toruń,0463,0,0.1071428571,64.54310644,2024-07-27,19.8613
2024-08-03,kujawsko-pomorskie,Włocławek,0464,0,0.09142857143,48.28805925,2024-07-27,10.8561
2024-08-03,lubelskie,Bialski,0601,0,0.09,20.65515924,2024-07-27,10.9958
2024-08-03,lubelskie,Biłgorajski,0602,0,0.1428571429,21.55721448,2024-07-27,10.0333
2024-08-03,lubelskie,Chełmski,0603,0,0.05571428571,17.47696834,2024-07-27,7.7502
2024-08-03,lubelskie,Hrubieszowski,0604,0,0.06857142857,26.62355465,2024-07-27,6.2009
2024-08-03,lubelskie,Janowski,0605,0,0.06285714286,19.4785344,2024-07-27,4.5142
2024-08-03,lubelskie,Krasnostawski,0606,0,0.1142857143,28.09822228,2024-07-27,6.2552
2024-08-03,lubelskie,Kraśnicki,0607,0,0.09142857143,26.1617882,2024-07-27,9.4531
2024-08-03,lubelskie,Lubartowski,0608,0,0.1771428571,21.52077405,2024-07-27,8.785
2024-08-03,lubelskie,Lubelski,0609,0,0.1642857143,19.84817212,2024-07-27,15.6493
2024-08-03,lubelskie,Łęczyński,0610,0,0.3242857143,22.3880597,2024-07-27,5.7218
2024-08-03,lubelskie,Łukowski,0611,0,0.2414285714,18.89599202,2024-07-27,10.6213
2024-08-03,lubelskie,Opolski,0612,0,0.07285714286,28.69042347,2024-07-27,5.8706
2024-08-03,lubelskie,Parczewski,0613,0,0,27.1034563,2024-07-27,3.4372
2024-08-03,lubelskie,Puławski,0614,0,0.4057142857,35.89834852,2024-07-27,11.2384
2024-08-03,lubelskie,Radzyński,0615,0,0.04857142857,19.24079728,2024-07-27,5.8298
2024-08-03,lubelskie,Rycki,0616,0,0.36,35.18818657,2024-07-27,5.553
2024-08-03,lubelskie,Świdnicki,0617,0,0.1,33.25960354,2024-07-27,7.1432
2024-08-03,lubelskie,Tomaszowski,0618,0,0.05142857143,24.10304598,2024-07-27,8.1944
2024-08-03,lubelskie,Włodawski,0619,0,0.03714285714,33.28858354,2024-07-27,3.7989
2024-08-03,lubelskie,Zamojski,0620,0,0.09285714286,17.11657839,2024-07-27,10.5354
2024-08-03,lubelskie,Biała Podlaska,0661,0,0.1242857143,43.96754592,2024-07-27,5.6942
2024-08-03,lubelskie,Chełm,0662,0,0.02285714286,44.89245113,2024-07-27,6.1135
2024-08-03,lubelskie,Lublin,0663,0,0.23,54.05214628,2024-07-27,33.8586
2024-08-03,lubelskie,Zamość,0664,0,0.09142857143,53.50322529,2024-07-27,6.2785
2024-08-03,lubuskie,Gorzowski,0801,0,0.08,19.176661,2024-07-27,7.2291
2024-08-03,lubuskie,Krośnieński,0802,0,0.07714285714,35.87677204,2024-07-27,5.4598
2024-08-03,lubuskie,Międzyrzecki,0803,0,0.07285714286,43.18038529,2024-07-27,5.71
2024-08-03,lubuskie,Nowosolski,0804,0.1166412,0.1342857143,46.18175032,2024-07-27,8.5733
2024-08-03,lubuskie,Słubicki,0805,0,0,35.82992502,2024-07-27,4.6944
2024-08-03,lubuskie,Strzelecko-Drezdenecki,0806,0,0.02857142857,38.09670718,2024-07-27,4.8621
2024-08-03,lubuskie,Sulęciński,0807,0,0,40.48,2024-07-27,3.5
2024-08-03,lubuskie,Świebodziński,0808,0,0,37.22802594,2024-07-27,5.552
2024-08-03,lubuskie,Zielonogórski,0809,0,0.01857142857,37.37132134,2024-07-27,7.5673
2024-08-03,lubuskie,Żagański,0810,0,0,42.22244971,2024-07-27,7.8148
2024-08-03,lubuskie,Żarski,0811,0,0,42.78947424,2024-07-27,9.5423
2024-08-03,lubuskie,Wschowski,0812,0,0.07428571429,28.58622744,2024-07-27,3.8613
2024-08-03,lubuskie,Gorzów Wielkopolski,0861,0,0.15,58.99550531,2024-07-27,12.2589
2024-08-03,lubuskie,Zielona Góra,0862,0.07097635068,0.12,54.78025722,2024-07-27,14.0892
2024-08-03,łódzkie,Bełchatowski,1001,0,0.06428571429,28.42862606,2024-07-27,11.2443
2024-08-03,łódzkie,Kutnowski,1002,0,0.01428571429,40.24037858,2024-07-27,9.5516
2024-08-03,łódzkie,Łaski,1003,0,0.02857142857,26.8155863,2024-07-27,4.9736
2024-08-03,łódzkie,Łęczycki,1004,0,0.08571428571,37.5502171,2024-07-27,4.9286
2024-08-03,łódzkie,Łowicki,1005,0,0.03714285714,35.62243925,2024-07-27,7.7614
2024-08-03,łódzkie,Łódzki Wschodni,1006,0,0,33.86067663,2024-07-27,7.2565
2024-08-03,łódzkie,Opoczyński,1007,0,0.07571428571,26.4829723,2024-07-27,7.5524
2024-08-03,łódzkie,Pabianicki,1008,0,0.03571428571,48.57954784,2024-07-27,11.8941
2024-08-03,łódzkie,Pajęczański,1009,0,0,20.99034385,2024-07-27,5.0952
2024-08-03,łódzkie,Piotrkowski,1010,0,0.01571428571,19.89628103,2024-07-27,9.1208
2024-08-03,łódzkie,Poddębicki,1011,0,0,32.84603726,2024-07-27,4.0906
2024-08-03,łódzkie,Radomszczański,1012,0,0.01285714286,32.59024495,2024-07-27,11.1696
2024-08-03,łódzkie,Rawski,1013,0,0.03,22.73225173,2024-07-27,4.8385
2024-08-03,łódzkie,Sieradzki,1014,0,0.02571428571,31.86934433,2024-07-27,11.6918
