Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000
2023-02-13,Entire Country,Entire Country,0000,0.01673993615,0.2514285714,37.95129136,2023-02-12,3823.1926
2023-02-13,dolnośląskie,Bolesławiecki,0201,0,0.2357142857,31.74951539,2023-02-12,8.9762
2023-02-13,dolnośląskie,Dzierżoniowski,0202,0,0.1857142857,35.00075049,2023-02-12,9.9935
2023-02-13,dolnośląskie,Głogowski,0203,0,0.4185714286,42.4525422,2023-02-12,8.8447
2023-02-13,dolnośląskie,Górowski,0204,0,0,28.22123177,2023-02-12,3.4552
2023-02-13,dolnośląskie,Jaworski,0205,0,0.08571428571,35.55716411,2023-02-12,4.9734
2023-02-13,dolnośląskie,Karkonoski,0206,0,0.1128571429,29.1127848,2023-02-12,6.3333
2023-02-13,dolnośląskie,Kamiennogórski,0207,0,0.1314285714,36.57061461,2023-02-12,4.2824
2023-02-13,dolnośląskie,Kłodzki,0208,0,0.1457142857,35.7594876,2023-02-12,15.6283
2023-02-13,dolnośląskie,Legnicki,0209,0,0.02571428571,32.09036473,2023-02-12,5.511
2023-02-13,dolnośląskie,Lubański,0210,0,0.1571428571,31.68498849,2023-02-12,5.3852
2023-02-13,dolnośląskie,Lubiński,0211,0,0.2285714286,43.61260104,2023-02-12,10.5896
2023-02-13,dolnośląskie,Lwówecki,0212,0,0.06285714286,39.32980986,2023-02-12,4.5599
2023-02-13,dolnośląskie,Milicki,0213,0,0.03857142857,35.42934783,2023-02-12,3.68
2023-02-13,dolnośląskie,Oleśnicki,0214,0,0.2257142857,52.66994817,2023-02-12,10.7268
2023-02-13,dolnośląskie,Oławski,0215,0,0.09285714286,25.50520093,2023-02-12,4.3646
2023-02-13,dolnośląskie,Polkowicki,0216,0,0.2514285714,27.41241646,2023-02-12,6.2997
2023-02-13,dolnośląskie,Strzeliński,0217,0,0.1642857143,35.67247403,2023-02-12,4.3221
2023-02-13,dolnośląskie,Średzki,0218,0,0.36,25.06665706,2023-02-12,5.5508
2023-02-13,dolnośląskie,Świdnicki,0219,0,0.1185714286,36.47277505,2023-02-12,15.6015
2023-02-13,dolnośląskie,Trzebnicki,0220,0,0.1357142857,32.63675404,2023-02-12,8.5226
2023-02-13,dolnośląskie,Wałbrzyski,0221,0,0.1285714286,24.34173517,2023-02-12,5.5107
2023-02-13,dolnośląskie,Wołowski,0222,0,0.1828571429,35.12643974,2023-02-12,4.6623
2023-02-13,dolnośląskie,Wrocławski,0223,0,0.3142857143,32.99791456,2023-02-12,15.6322
2023-02-13,dolnośląskie,Ząbkowicki,0224,0,0.2671428571,34.66916355,2023-02-12,6.408
2023-02-13,dolnośląskie,Zgorzelecki,0225,0,0.2428571429,35.56332451,2023-02-12,8.8386
2023-02-13,dolnośląskie,Złotoryjski,0226,0,0.06571428571,37.41809564,2023-02-12,4.3038
2023-02-13,dolnośląskie,Jelenia Góra,0261,0,0.03714285714,54.36777941,2023-02-12,7.8335
2023-02-13,dolnośląskie,Legnica,0262,0,0.1,43.74111098,2023-02-12,9.8436
