Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000
2023-05-27,Entire Country,Entire Country,0000,0.006277476055,0.01857142857,38.13064823,2023-05-20,3823.1926
2023-05-27,dolnośląskie,Bolesławiecki,0201,0,0,31.77736681,2023-05-20,8.9762
2023-05-27,dolnośląskie,Dzierżoniowski,0202,0,0.02857142857,35.05978886,2023-05-20,9.9935
2023-05-27,dolnośląskie,Głogowski,0203,0,0,42.5237713,2023-05-20,8.8447
2023-05-27,dolnośląskie,Górowski,0204,0,0,28.22123177,2023-05-20,3.4552
2023-05-27,dolnośląskie,Jaworski,0205,0,0,35.59134596,2023-05-20,4.9734
2023-05-27,dolnośląskie,Karkonoski,0206,0,0,29.24068021,2023-05-20,6.3333
2023-05-27,dolnośląskie,Kamiennogórski,0207,0,0,36.62432281,2023-05-20,4.2824
2023-05-27,dolnośląskie,Kłodzki,0208,0,0.03571428571,35.79979908,2023-05-20,15.6283
2023-05-27,dolnośląskie,Legnicki,0209,0,0.02571428571,32.10851025,2023-05-20,5.511
2023-05-27,dolnośląskie,Lubański,0210,0,0,31.75926614,2023-05-20,5.3852
2023-05-27,dolnośląskie,Lubiński,0211,0,0.03857142857,43.71364357,2023-05-20,10.5896
2023-05-27,dolnośląskie,Lwówecki,0212,0,0,39.36709138,2023-05-20,4.5599
2023-05-27,dolnośląskie,Milicki,0213,0,0,35.51902174,2023-05-20,3.68
2023-05-27,dolnośląskie,Oleśnicki,0214,0,0.01285714286,52.74732446,2023-05-20,10.7268
2023-05-27,dolnośląskie,Oławski,0215,0,0,25.62892361,2023-05-20,4.3646
2023-05-27,dolnośląskie,Polkowicki,0216,0,0,27.46003778,2023-05-20,6.2997
2023-05-27,dolnośląskie,Strzeliński,0217,0,0,35.71412045,2023-05-20,4.3221
2023-05-27,dolnośląskie,Średzki,0218,0,0,25.07926785,2023-05-20,5.5508
2023-05-27,dolnośląskie,Świdnicki,0219,0,0,36.56186905,2023-05-20,15.6015
2023-05-27,dolnośląskie,Trzebnicki,0220,0,0,32.66843452,2023-05-20,8.5226
