Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000
2023-12-26,Entire Country,Entire Country,0000,0.06931379811,0.43,38.75167544,2023-12-23,3823.1926
2023-12-26,dolnośląskie,Bolesławiecki,0201,0,0.9371428571,32.00686259,2023-12-23,8.9762
2023-12-26,dolnośląskie,Dzierżoniowski,0202,0.2001300846,0.3857142857,35.56511733,2023-12-23,9.9935
2023-12-26,dolnośląskie,Głogowski,0203,0,0.74,43.31859758,2023-12-23,8.8447
2023-12-26,dolnośląskie,Górowski,0204,0,0.04142857143,28.45566103,2023-12-23,3.4552
2023-12-26,dolnośląskie,Jaworski,0205,0,0.2,36.44187075,2023-12-23,4.9734
2023-12-26,dolnośląskie,Karkonoski,0206,0.1578955679,0.5871428571,29.48226043,2023-12-23,6.3333
2023-12-26,dolnośląskie,Kamiennogórski,0207,0,0.2657142857,37.29684289,2023-12-23,4.2824
2023-12-26,dolnośląskie,Kłodzki,0208,0,0.1085714286,36.04486732,2023-12-23,15.6283
2023-12-26,dolnośląskie,Legnicki,0209,0,0.1285714286,32.67646525,2023-12-23,5.511
2023-12-26,dolnośląskie,Lubański,0210,0.1856941246,0.02571428571,32.43147887,2023-12-23,5.3852
2023-12-26,dolnośląskie,Lubiński,0211,0,0.3642857143,44.39733323,2023-12-23,10.5896
2023-12-26,dolnośląskie,Lwówecki,0212,0,0.1871428571,40.14561723,2023-12-23,4.5599
2023-12-26,dolnośląskie,Milicki,0213,0,0.58,35.52717391,2023-12-23,3.68
2023-12-26,dolnośląskie,Oleśnicki,0214,0.1864488944,0.1585714286,53.47820412,2023-12-23,10.7268
2023-12-26,dolnośląskie,Oławski,0215,0,0.1485714286,26.14901709,2023-12-23,4.3646
2023-12-26,dolnośląskie,Polkowicki,0216,0,0.3171428571,28.0219693,2023-12-23,6.2997
2023-12-26,dolnośląskie,Strzeliński,0217,0,0.4271428571,36.07042873,2023-12-23,4.3221
2023-12-26,dolnośląskie,Średzki,0218,0.180154212,0.2828571429,25.47740866,2023-12-23,5.5508
2023-12-26,dolnośląskie,Świdnicki,0219,0,0.2742857143,37.22654873,2023-12-23,15.6015
2023-12-26,dolnośląskie,Trzebnicki,0220,0.1173350855,0.3357142857,32.96646563,2023-12-23,8.5226
2023-12-26,dolnośląskie,Wałbrzyski,0221,0,0.1542857143,24.56856661,2023-12-23,5.5107
2023-12-26,dolnośląskie,Wołowski,0222,0.2144864123,0.09142857143,35.54897797,2023-12-23,4.6623
2023-12-26,dolnośląskie,Wrocławski,0223,0.06397052238,0.2857142857,33.48984788,2023-12-23,15.6322
2023-12-26,dolnośląskie,Ząbkowicki,0224,0,0.5314285714,34.90012484,2023-12-23,6.408
2023-12-26,dolnośląskie,Zgorzelecki,0225,0,0.4671428571,35.92310999,2023-12-23,8.8386
2023-12-26,dolnośląskie,Złotoryjski,0226,0,0.1971428571,37.95715414,2023-12-23,4.3038
2023-12-26,dolnośląskie,Jelenia Góra,0261,0.3829705751,0.3614285714,56.62602923,2023-12-23,7.8335
2023-12-26,dolnośląskie,Legnica,0262,0,0.04285714286,44.69096672,2023-12-23,9.8436
2023-12-26,dolnośląskie,Wrocław,0264,0.04673421318,0.3928571429,71.58295011,2023-12-23,64.1928
2023-12-26,dolnośląskie,Wałbrzych,0265,0.09093306417,0.07714285714,55.76561093,2023-12-23,10.9971
2023-12-26,kujawsko-pomorskie,Aleksandrowski,0401,0,0.05142857143,46.17332532,2023-12-23,5.4891
2023-12-26,kujawsko-pomorskie,Brodnicki,0402,0.1265454361,0.1814285714,33.20931881,2023-12-23,7.9023
2023-12-26,kujawsko-pomorskie,Bydgoski,0403,0.08303440946,0.4914285714,28.85030557,2023-12-23,12.0432
2023-12-26,kujawsko-pomorskie,Chełmiński,0404,0,0.6071428571,37.27858761,2023-12-23,5.1657
2023-12-26,kujawsko-pomorskie,Golubsko-Dobrzyński,0405,0,0.4757142857,25.55345001,2023-12-23,4.4855
2023-12-26,kujawsko-pomorskie,Grudziądzki,0406,0,0.9228571429,21.38940578,2023-12-23,4.0305
2023-12-26,kujawsko-pomorskie,Inowrocławski,0407,0,0.7528571429,31.01150818,2023-12-23,15.8496
2023-12-26,kujawsko-pomorskie,Lipnowski,0408,0,0.3242857143,28.88922842,2023-12-23,6.545
2023-12-26,kujawsko-pomorskie,Mogileński,0409,0,0.1257142857,37.78417836,2023-12-23,4.5482
2023-12-26,kujawsko-pomorskie,Nakielski,0410,0.1161183943,0.73,39.50812248,2023-12-23,8.6119
2023-12-26,kujawsko-pomorskie,Radziejowski,0411,0,1.03,32.87195503,2023-12-23,4.0025
2023-12-26,kujawsko-pomorskie,Rypiński,0412,0.2304678497,0.3614285714,33.43858032,2023-12-23,4.339
2023-12-26,kujawsko-pomorskie,Sępoleński,0413,0,0.07,37.62063391,2023-12-23,4.0826
2023-12-26,kujawsko-pomorskie,Świecki,0414,0.1013140431,0.3471428571,35.64430666,2023-12-23,9.8703
2023-12-26,kujawsko-pomorskie,Toruński,0415,0.09127002236,0.4342857143,20.44448501,2023-12-23,10.9565
2023-12-26,kujawsko-pomorskie,Tucholski,0416,0.2069450768,0.5914285714,33.22710153,2023-12-23,4.8322
2023-12-26,kujawsko-pomorskie,Wąbrzeski,0417,0,0.9214285714,32.71445358,2023-12-23,3.404
2023-12-26,kujawsko-pomorskie,Włocławski,0418,0.1167596852,0.5828571429,25.73616982,2023-12-23,8.5646
2023-12-26,kujawsko-pomorskie,Żniński,0419,0.1430901754,0.7528571429,24.53996509,2023-12-23,6.9886
2023-12-26,kujawsko-pomorskie,Bydgoszcz,0461,0.174372477,0.4614285714,65.20135662,2023-12-23,34.4091
2023-12-26,kujawsko-pomorskie,Grudziądz,0462,0,1.108571429,51.71112821,2023-12-23,9.3564
2023-12-26,kujawsko-pomorskie,Toruń,0463,0.4531425435,0.4971428571,62.77585052,2023-12-23,19.8613
2023-12-26,kujawsko-pomorskie,Włocławek,0464,0,0.34,47.59075543,2023-12-23,10.8561
2023-12-26,lubelskie,Bialski,0601,0.2728314447,0.6228571429,20.33503701,2023-12-23,10.9958
2023-12-26,lubelskie,Biłgorajski,0602,0.09966810521,0.9085714286,21.42066917,2023-12-23,10.0333
2023-12-26,lubelskie,Chełmski,0603,0,0.5685714286,17.33374623,2023-12-23,7.7502
2023-12-26,lubelskie,Hrubieszowski,0604,0,0.8,26.53001984,2023-12-23,6.2009
2023-12-26,lubelskie,Janowski,0605,0,0.3142857143,18.92251119,2023-12-23,4.5142
2023-12-26,lubelskie,Krasnostawski,0606,0,0.25,27.58824658,2023-12-23,6.2552
2023-12-26,lubelskie,Kraśnicki,0607,0,0.6014285714,25.80105997,2023-12-23,9.4531
2023-12-26,lubelskie,Lubartowski,0608,0,0.4685714286,21.3056346,2023-12-23,8.785
2023-12-26,lubelskie,Lubelski,0609,0,0.7042857143,19.57467746,2023-12-23,15.6493
2023-12-26,lubelskie,Łęczyński,0610,0,0.7971428571,22.07871649,2023-12-23,5.7218
2023-12-26,lubelskie,Łukowski,0611,0,0.3342857143,18.65967443,2023-12-23,10.6213
2023-12-26,lubelskie,Opolski,0612,0,0.4371428571,28.3088611,2023-12-23,5.8706
2023-12-26,lubelskie,Parczewski,0613,0,0.91,26.81252182,2023-12-23,3.4372
2023-12-26,lubelskie,Puławski,0614,0.08898063781,1.682857143,35.29772921,2023-12-23,11.2384
2023-12-26,lubelskie,Radzyński,0615,0,0.3885714286,19.12587053,2023-12-23,5.8298
2023-12-26,lubelskie,Rycki,0616,0.1800828381,1.177142857,34.5939132,2023-12-23,5.553
2023-12-26,lubelskie,Świdnicki,0617,0,0.5385714286,32.67863143,2023-12-23,7.1432
2023-12-26,lubelskie,Tomaszowski,0618,0.1220345602,0.8485714286,23.94074002,2023-12-23,8.1944
2023-12-26,lubelskie,Włodawski,0619,0,1.084285714,32.75158599,2023-12-23,3.7989
2023-12-26,lubelskie,Zamojski,0620,0.09491808569,0.6071428571,16.92958976,2023-12-23,10.5354
2023-12-26,lubelskie,Biała Podlaska,0661,0.1756172948,0.75,43.44069404,2023-12-23,5.6942
2023-12-26,lubelskie,Chełm,0662,0.1635724217,0.4871428571,44.08276765,2023-12-23,6.1135
2023-12-26,lubelskie,Lublin,0663,0.02953459387,0.5971428571,52.79810742,2023-12-23,33.8586
2023-12-26,lubelskie,Zamość,0664,0,0.5428571429,52.58421598,2023-12-23,6.2785
2023-12-26,lubuskie,Gorzowski,0801,0.1383298059,0.6542857143,18.92213415,2023-12-23,7.2291
2023-12-26,lubuskie,Krośnieński,0802,0,0.21,35.78336203,2023-12-23,5.4598
2023-12-26,lubuskie,Międzyrzecki,0803,0.1751313485,0.3228571429,42.558669,2023-12-23,5.71
2023-12-26,lubuskie,Nowosolski,0804,0.1166412,0.8642857143,45.42474893,2023-12-23,8.5733
2023-12-26,lubuskie,Słubicki,0805,0,0.2428571429,35.7511077,2023-12-23,4.6944
2023-12-26,lubuskie,Strzelecko-Drezdenecki,0806,0,0.9357142857,37.26990395,2023-12-23,4.8621
2023-12-26,lubuskie,Sulęciński,0807,0.5714285714,0,39.55714286,2023-12-23,3.5
2023-12-26,lubuskie,Świebodziński,0808,0.1801152738,0.07714285714,36.55079251,2023-12-23,5.552
2023-12-26,lubuskie,Zielonogórski,0809,0.264295059,0.5657142857,36.90880499,2023-12-23,7.5673
2023-12-26,lubuskie,Żagański,0810,0.2559246558,0.4371428571,41.94093259,2023-12-23,7.8148
2023-12-26,lubuskie,Żarski,0811,0,0.5828571429,41.50676462,2023-12-23,9.5423
2023-12-26,lubuskie,Wschowski,0812,0.2589801362,0.1842857143,28.58363763,2023-12-23,3.8613
2023-12-26,lubuskie,Gorzów Wielkopolski,0861,0.0815733875,0.6128571429,57.82411146,2023-12-23,12.2589
2023-12-26,lubuskie,Zielona Góra,0862,0.212929052,0.3642857143,54.01371263,2023-12-23,14.0892
2023-12-26,łódzkie,Bełchatowski,1001,0.1778678975,0.1757142857,28.34147079,2023-12-23,11.2443
2023-12-26,łódzkie,Kutnowski,1002,0.1046945014,0.5042857143,39.57242766,2023-12-23,9.5516
2023-12-26,łódzkie,Łaski,1003,0,0.05714285714,26.81156506,2023-12-23,4.9736
2023-12-26,łódzkie,Łęczycki,1004,0,0.1728571429,37.05920545,2023-12-23,4.9286
2023-12-26,łódzkie,Łowicki,1005,0,0.2571428571,35.11995259,2023-12-23,7.7614
2023-12-26,łódzkie,Łódzki Wschodni,1006,0,0.08,32.94012265,2023-12-23,7.2565
2023-12-26,łódzkie,Opoczyński,1007,0.1324082411,0.2085714286,26.32011016,2023-12-23,7.5524
2023-12-26,łódzkie,Pabianicki,1008,0.3363011913,0.4914285714,47.81614414,2023-12-23,11.8941
2023-12-26,łódzkie,Pajęczański,1009,0,0.02857142857,20.88632438,2023-12-23,5.0952
2023-12-26,łódzkie,Piotrkowski,1010,0.1096395053,0.1728571429,19.56736251,2023-12-23,9.1208
2023-12-26,łódzkie,Poddębicki,1011,0,0.06857142857,32.52823547,2023-12-23,4.0906
2023-12-26,łódzkie,Radomszczański,1012,0.7162297665,0.4571428571,32.07724538,2023-12-23,11.1696
2023-12-26,łódzkie,Rawski,1013,0,0.2057142857,22.45323964,2023-12-23,4.8385
2023-12-26,łódzkie,Sieradzki,1014,0.2565900888,0.2814285714,31.52979011,2023-12-23,11.6918
2023-12-26,łódzkie,Skierniewicki,1015,0,0.4485714286,14.49977733,2023-12-23,3.8173
2023-12-26,łódzkie,Tomaszowski,1016,0,0.2714285714,32.04043721,2023-12-23,11.5735
2023-12-26,łódzkie,Wieluński,1017,0,0.2985714286,36.67476497,2023-12-23,7.5736
2023-12-26,łódzkie,Wieruszowski,1018,0,0.34,31.17378049,2023-12-23,4.1984
2023-12-26,łódzkie,Zduńskowolski,1019,0,0.1071428571,33.82477597,2023-12-23,6.6064
2023-12-26,łódzkie,Zgierski,1020,0.1205908954,0.24,38.55351221,2023-12-23,16.585
2023-12-26,łódzkie,Brzeziński,1021,0,0.1371428571,34.04137301,2023-12-23,3.0648
2023-12-26,łódzkie,Łódź,1061,0.1190148545,0.3042857143,59.46413562,2023-12-23,67.2185
2023-12-26,łódzkie,Piotrków Trybunalski,1062,0,0.5885714286,54.016609,2023-12-23,7.225
2023-12-26,łódzkie,Skierniewice,1063,0,1.102857143,58.10932746,2023-12-23,4.7655
2023-12-26,małopolskie,Bocheński,1201,0.09350425912,0.92,29.85029968,2023-12-23,10.6947
2023-12-26,małopolskie,Brzeski,1202,0.2149728597,0.3057142857,23.9200301,2023-12-23,9.3035
2023-12-26,małopolskie,Chrzanowski,1203,0,0.4028571429,39.80463191,2023-12-23,12.3664
2023-12-26,małopolskie,Dąbrowski,1204,0.3391152483,0.09714285714,20.95901792,2023-12-23,5.8977
2023-12-26,małopolskie,Gorlicki,1205,0.09217694286,0.6157142857,24.05357324,2023-12-23,10.8487
2023-12-26,małopolskie,Krakowski,1206,0.07106310404,0.17,25.6409892,2023-12-23,28.144
2023-12-26,małopolskie,Limanowski,1207,0,0.05571428571,19.76042014,2023-12-23,13.2148
2023-12-26,małopolskie,Miechowski,1208,0.4126774513,0.3528571429,32.95848465,2023-12-23,4.8464
2023-12-26,małopolskie,Myślenicki,1209,0.3907104679,0.27,25.35632795,2023-12-23,12.7972
2023-12-26,małopolskie,Nowosądecki,1210,0,0.2528571429,17.4131966,2023-12-23,21.7071
2023-12-26,małopolskie,Nowotarski,1211,0,0.08142857143,19.91327761,2023-12-23,19.1646
2023-12-26,małopolskie,Olkuski,1212,0,0.1414285714,38.79751247,2023-12-23,11.0471
2023-12-26,małopolskie,Oświęcimski,1213,0.1964803814,0.2442857143,37.85456522,2023-12-23,15.2687
2023-12-26,małopolskie,Proszowicki,1214,0,0.03285714286,31.488492,2023-12-23,4.3057
2023-12-26,małopolskie,Suski,1215,0,0.4414285714,30.0676926,2023-12-23,8.3761
2023-12-26,małopolskie,Tarnowski,1216,0.09938875913,0.2557142857,14.62654674,2023-12-23,20.123
2023-12-26,małopolskie,Tatrzański,1217,0,0.02142857143,19.58441711,2023-12-23,6.8049
2023-12-26,małopolskie,Wadowicki,1218,0.06263231076,1.09,31.12262154,2023-12-23,15.9662
2023-12-26,małopolskie,Wielicki,1219,0.1530795784,0.2185714286,39.18913747,2023-12-23,13.0651
2023-12-26,małopolskie,Kraków,1261,0.1410317886,0.35,65.36259273,2023-12-23,77.9966
2023-12-26,małopolskie,Nowy Sącz,1262,0,0.2914285714,36.98867852,2023-12-23,8.3558
2023-12-26,małopolskie,Tarnów,1263,0,0.33,48.88463041,2023-12-23,10.7498
2023-12-26,mazowieckie,Białobrzeski,1401,0,0.9857142857,28.52470821,2023-12-23,3.3329
2023-12-26,mazowieckie,Ciechanowski,1402,0,0.5614285714,32.1134873,2023-12-23,8.8891
2023-12-26,mazowieckie,Garwoliński,1403,0.09205221201,0.8642857143,25.87035366,2023-12-23,10.8634
2023-12-26,mazowieckie,Gostyniński,1404,0.2243108051,0.7657142857,24.95906328,2023-12-23,4.4581
2023-12-26,mazowieckie,Grodziski,1405,0.1026040919,0.1785714286,44.78258193,2023-12-23,9.7462
2023-12-26,mazowieckie,Grójecki,1406,0.1020626869,0.6542857143,34.84522194,2023-12-23,9.7979
2023-12-26,mazowieckie,Kozienicki,1407,0,0.8842857143,29.88488388,2023-12-23,5.9592
2023-12-26,mazowieckie,Legionowski,1408,0.08341535844,0.7414285714,45.52560017,2023-12-23,11.9882
2023-12-26,mazowieckie,Lipski,1409,0,0.3814285714,24.34371094,2023-12-23,3.3598
2023-12-26,mazowieckie,Łosicki,1410,0,1.305714286,21.64550334,2023-12-23,3.0556
