Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000
2023-02-25,Entire Country,Entire Country,0000,0.0232789737,0.55,37.962877,2023-02-19,3823.1926
2023-02-25,dolnośląskie,Bolesławiecki,0201,0,0.4457142857,31.75062944,2023-02-19,8.9762
2023-02-25,dolnośląskie,Dzierżoniowski,0202,0,0.4414285714,35.00475309,2023-02-19,9.9935
2023-02-25,dolnośląskie,Głogowski,0203,0,0.4828571429,42.45480344,2023-02-19,8.8447
2023-02-25,dolnośląskie,Górowski,0204,0,0.08285714286,28.22123177,2023-02-19,3.4552
2023-02-25,dolnośląskie,Jaworski,0205,0,0.2285714286,35.55716411,2023-02-19,4.9734
2023-02-25,dolnośląskie,Karkonoski,0206,0,0.2257142857,29.12067958,2023-02-19,6.3333
2023-02-25,dolnośląskie,Kamiennogórski,0207,0,0.3642857143,36.57061461,2023-02-19,4.2824
2023-02-25,dolnośląskie,Kłodzki,0208,0,0.2257142857,35.76076733,2023-02-19,15.6283
2023-02-25,dolnośląskie,Legnicki,0209,0,0.18,32.09036473,2023-02-19,5.511
2023-02-25,dolnośląskie,Lubański,0210,0,0.3957142857,31.68684543,2023-02-19,5.3852
2023-02-25,dolnośląskie,Lubiński,0211,0.09443227317,0.5114285714,43.62393292,2023-02-19,10.5896
2023-02-25,dolnośląskie,Lwówecki,0212,0,0.09428571429,39.34077502,2023-02-19,4.5599
2023-02-25,dolnośląskie,Milicki,0213,0,0.3471428571,35.42934783,2023-02-19,3.68
2023-02-25,dolnośląskie,Oleśnicki,0214,0,0.2014285714,52.6727449,2023-02-19,10.7268
2023-02-25,dolnośląskie,Oławski,0215,0,0.4271428571,25.51665674,2023-02-19,4.3646
2023-02-25,dolnośląskie,Polkowicki,0216,0,0.1371428571,27.4171786,2023-02-19,6.2997
2023-02-25,dolnośląskie,Strzeliński,0217,0,0.1642857143,35.67247403,2023-02-19,4.3221
2023-02-25,dolnośląskie,Średzki,0218,0,0.2314285714,25.06665706,2023-02-19,5.5508
2023-02-25,dolnośląskie,Świdnicki,0219,0,0.42,36.47790277,2023-02-19,15.6015
2023-02-25,dolnośląskie,Trzebnicki,0220,0,0.15,32.63792739,2023-02-19,8.5226
2023-02-25,dolnośląskie,Wałbrzyski,0221,0,0.2571428571,24.34536447,2023-02-19,5.5107
2023-02-25,dolnośląskie,Wołowski,0222,0,0.2742857143,35.1285846,2023-02-19,4.6623
2023-02-25,dolnośląskie,Wrocławski,0223,0,0.5842857143,33.00878955,2023-02-19,15.6322
2023-02-25,dolnośląskie,Ząbkowicki,0224,0,0.3342857143,34.66916355,2023-02-19,6.408
2023-02-25,dolnośląskie,Zgorzelecki,0225,0,0.3057142857,35.56898151,2023-02-19,8.8386
2023-02-25,dolnośląskie,Złotoryjski,0226,0,0.09857142857,37.42041916,2023-02-19,4.3038
2023-02-25,dolnośląskie,Jelenia Góra,0261,0,0.03714285714,54.37671539,2023-02-19,7.8335
2023-02-25,dolnośląskie,Legnica,0262,0,0.1285714286,43.74415864,2023-02-19,9.8436
2023-02-25,dolnośląskie,Wrocław,0264,0.03115614212,0.3828571429,69.43302053,2023-02-19,64.1928
2023-02-25,dolnośląskie,Wałbrzych,0265,0,0.2828571429,55.4173373,2023-02-19,10.9971
2023-02-25,kujawsko-pomorskie,Aleksandrowski,0401,0,0.3385714286,45.75431309,2023-02-19,5.4891
2023-02-25,kujawsko-pomorskie,Brodnicki,0402,0,0.2,32.81070068,2023-02-19,7.9023
2023-02-25,kujawsko-pomorskie,Bydgoski,0403,0.08303440946,0.61,28.27487711,2023-02-19,12.0432
2023-02-25,kujawsko-pomorskie,Chełmiński,0404,0,0.2771428571,37.085003,2023-02-19,5.1657
2023-02-25,kujawsko-pomorskie,Golubsko-Dobrzyński,0405,0,1.015714286,25.32605061,2023-02-19,4.4855
2023-02-25,kujawsko-pomorskie,Grudziądzki,0406,0,0.2842857143,21.3596328,2023-02-19,4.0305
2023-02-25,kujawsko-pomorskie,Inowrocławski,0407,0.0630930749,1.325714286,30.24492732,2023-02-19,15.8496
