Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000
2024-03-22,Entire Country,Entire Country,0000,0.003923422534,0.01142857143,39.45533735,2024-03-16,3823.1926
2024-03-22,dolnośląskie,Bolesławiecki,0201,0,0,32.73099975,2024-03-16,8.9762
2024-03-22,dolnośląskie,Dzierżoniowski,0202,0,0,36.39665783,2024-03-16,9.9935
2024-03-22,dolnośląskie,Głogowski,0203,0,0,44.47635307,2024-03-16,8.8447
2024-03-22,dolnośląskie,Górowski,0204,0,0,28.72771475,2024-03-16,3.4552
2024-03-22,dolnośląskie,Jaworski,0205,0,0,37.08730446,2024-03-16,4.9734
2024-03-22,dolnośląskie,Karkonoski,0206,0,0.02285714286,30.03805283,2024-03-16,6.3333
2024-03-22,dolnośląskie,Kamiennogórski,0207,0,0,37.47898375,2024-03-16,4.2824
2024-03-22,dolnośląskie,Kłodzki,0208,0,0,36.7026484,2024-03-16,15.6283
2024-03-22,dolnośląskie,Legnicki,0209,0,0,33.24442025,2024-03-16,5.511
2024-03-22,dolnośląskie,Lubański,0210,0,0,32.89571418,2024-03-16,5.3852
2024-03-22,dolnośląskie,Lubiński,0211,0,0,45.45780766,2024-03-16,10.5896
2024-03-22,dolnośląskie,Lwówecki,0212,0,0,40.91756398,2024-03-16,4.5599
2024-03-22,dolnośląskie,Milicki,0213,0,0,36.41576087,2024-03-16,3.68
2024-03-22,dolnośląskie,Oleśnicki,0214,0,0,54.02077041,2024-03-16,10.7268
2024-03-22,dolnośląskie,Oławski,0215,0,0,27.51913119,2024-03-16,4.3646
2024-03-22,dolnośląskie,Polkowicki,0216,0,0.02285714286,28.48548344,2024-03-16,6.2997
2024-03-22,dolnośląskie,Strzeliński,0217,0,0,36.71594827,2024-03-16,4.3221
2024-03-22,dolnośląskie,Średzki,0218,0,0,25.64675362,2024-03-16,5.5508
2024-03-22,dolnośląskie,Świdnicki,0219,0,0,37.95532481,2024-03-16,15.6015
2024-03-22,dolnośląskie,Trzebnicki,0220,0,0,34.11752282,2024-03-16,8.5226
2024-03-22,dolnośląskie,Wałbrzyski,0221,0,0,25.02767344,2024-03-16,5.5107
2024-03-22,dolnośląskie,Wołowski,0222,0,0,36.37689552,2024-03-16,4.6623
2024-03-22,dolnośląskie,Wrocławski,0223,0,0,33.9696268,2024-03-16,15.6322
2024-03-22,dolnośląskie,Ząbkowicki,0224,0,0,35.40730337,2024-03-16,6.408
2024-03-22,dolnośląskie,Zgorzelecki,0225,0,0,36.80220849,2024-03-16,8.8386
2024-03-22,dolnośląskie,Złotoryjski,0226,0,0,38.5171244,2024-03-16,4.3038
2024-03-22,dolnośląskie,Jelenia Góra,0261,0,0,57.92174635,2024-03-16,7.8335
2024-03-22,dolnośląskie,Legnica,0262,0,0,46.05124142,2024-03-16,9.8436
2024-03-22,dolnośląskie,Wrocław,0264,0,0.005714285714,73.34000075,2024-03-16,64.1928
2024-03-22,dolnośląskie,Wałbrzych,0265,0,0,56.37395313,2024-03-16,10.9971
2024-03-22,kujawsko-pomorskie,Aleksandrowski,0401,0,0,46.38829681,2024-03-16,5.4891
2024-03-22,kujawsko-pomorskie,Brodnicki,0402,0,0,34.1217114,2024-03-16,7.9023
2024-03-22,kujawsko-pomorskie,Bydgoski,0403,0,0.03571428571,29.33024445,2024-03-16,12.0432
2024-03-22,kujawsko-pomorskie,Chełmiński,0404,0,0,38.18456356,2024-03-16,5.1657
2024-03-22,kujawsko-pomorskie,Golubsko-Dobrzyński,0405,0,0,25.82320812,2024-03-16,4.4855
2024-03-22,kujawsko-pomorskie,Grudziądzki,0406,0,0.07142857143,21.58044908,2024-03-16,4.0305
2024-03-22,kujawsko-pomorskie,Inowrocławski,0407,0,0.01714285714,31.80080254,2024-03-16,15.8496
2024-03-22,kujawsko-pomorskie,Lipnowski,0408,0,0,29.51107716,2024-03-16,6.545
2024-03-22,kujawsko-pomorskie,Mogileński,0409,0,0,38.11617783,2024-03-16,4.5482
2024-03-22,kujawsko-pomorskie,Nakielski,0410,0,0.01714285714,40.12819471,2024-03-16,8.6119
2024-03-22,kujawsko-pomorskie,Radziejowski,0411,0,0,33.6039975,2024-03-16,4.0025
2024-03-22,kujawsko-pomorskie,Rypiński,0412,0,0,34.1046324,2024-03-16,4.339
2024-03-22,kujawsko-pomorskie,Sępoleński,0413,0,0,38.14970852,2024-03-16,4.0826
2024-03-22,kujawsko-pomorskie,Świecki,0414,0,0.02857142857,36.15492943,2024-03-16,9.8703
2024-03-22,kujawsko-pomorskie,Toruński,0415,0,0,20.67996167,2024-03-16,10.9565
2024-03-22,kujawsko-pomorskie,Tucholski,0416,0,0.06,33.40093539,2024-03-16,4.8322
2024-03-22,kujawsko-pomorskie,Wąbrzeski,0417,0,0,33.16392479,2024-03-16,3.404
2024-03-22,kujawsko-pomorskie,Włocławski,0418,0,0.03428571429,26.42388436,2024-03-16,8.5646
2024-03-22,kujawsko-pomorskie,Żniński,0419,0.1430901754,0.02,25.07941505,2024-03-16,6.9886
2024-03-22,kujawsko-pomorskie,Bydgoszcz,0461,0,0.01285714286,66.64545135,2024-03-16,34.4091
2024-03-22,kujawsko-pomorskie,Grudziądz,0462,0,0.07571428571,52.71365055,2024-03-16,9.3564
2024-03-22,kujawsko-pomorskie,Toruń,0463,0,0.02142857143,64.44845,2024-03-16,19.8613
2024-03-22,kujawsko-pomorskie,Włocławek,0464,0,0.02571428571,48.27884784,2024-03-16,10.8561
2024-03-22,lubelskie,Bialski,0601,0,0,20.64788374,2024-03-16,10.9958
2024-03-22,lubelskie,Biłgorajski,0602,0,0.02857142857,21.55721448,2024-03-16,10.0333
2024-03-22,lubelskie,Chełmski,0603,0,0.01857142857,17.47438776,2024-03-16,7.7502
2024-03-22,lubelskie,Hrubieszowski,0604,0,0.04571428571,26.61871664,2024-03-16,6.2009
2024-03-22,lubelskie,Janowski,0605,0,0.03142857143,19.41650791,2024-03-16,4.5142
2024-03-22,lubelskie,Krasnostawski,0606,0,0.02285714286,28.08543292,2024-03-16,6.2552
2024-03-22,lubelskie,Kraśnicki,0607,0,0.07714285714,26.15544107,2024-03-16,9.4531
2024-03-22,lubelskie,Lubartowski,0608,0,0,21.51735913,2024-03-16,8.785
2024-03-22,lubelskie,Lubelski,0609,0.06390062175,0.06285714286,19.79193958,2024-03-16,15.6493
2024-03-22,lubelskie,Łęczyński,0610,0,0.04857142857,22.3880597,2024-03-16,5.7218
2024-03-22,lubelskie,Łukowski,0611,0,0.02571428571,18.88281096,2024-03-16,10.6213
2024-03-22,lubelskie,Opolski,0612,0,0.04857142857,28.67509284,2024-03-16,5.8706
2024-03-22,lubelskie,Parczewski,0613,0,0,27.1034563,2024-03-16,3.4372
2024-03-22,lubelskie,Puławski,0614,0,0.08857142857,35.82894362,2024-03-16,11.2384
2024-03-22,lubelskie,Radzyński,0615,0,0,19.23736663,2024-03-16,5.8298
2024-03-22,lubelskie,Rycki,0616,0,0,35.18818657,2024-03-16,5.553
2024-03-22,lubelskie,Świdnicki,0617,0,0.04,33.24000448,2024-03-16,7.1432
2024-03-22,lubelskie,Tomaszowski,0618,0,0,24.09206287,2024-03-16,8.1944
2024-03-22,lubelskie,Włodawski,0619,0,0,33.27542183,2024-03-16,3.7989
2024-03-22,lubelskie,Zamojski,0620,0,0.02571428571,17.09000133,2024-03-16,10.5354
