wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,494,-,-,0.13,6,2,4,606,0,0,4793,541,4238,14,t00,2023-01-24
dolnośląskie,-,-,41,-,-,0.14,0,0,0,28,0,0,301,46,254,1,t02,2023-01-24
kujawsko-pomorskie,-,-,29,-,-,0.14,0,0,0,34,0,0,170,34,135,1,t04,2023-01-24
lubelskie,-,-,32,-,-,0.15,0,0,0,33,0,0,344,33,311,0,t06,2023-01-24
lubuskie,-,-,10,-,-,0.1,0,0,0,13,0,0,84,10,74,0,t08,2023-01-24
łódzkie,-,-,22,-,-,0.09,0,0,0,21,0,0,175,26,148,1,t10,2023-01-24
małopolskie,-,-,43,-,-,0.13,2,1,1,93,0,0,374,44,330,0,t12,2023-01-24
mazowieckie,-,-,90,-,-,0.17,2,0,2,107,0,0,884,96,786,2,t14,2023-01-24
opolskie,-,-,11,-,-,0.11,0,0,0,6,0,0,191,14,177,0,t16,2023-01-24
podkarpackie,-,-,7,-,-,0.03,0,0,0,7,0,0,215,8,207,0,t18,2023-01-24
podlaskie,-,-,14,-,-,0.12,0,0,0,19,0,0,139,14,125,0,t20,2023-01-24
pomorskie,-,-,15,-,-,0.06,0,0,0,30,0,0,91,16,75,0,t22,2023-01-24
śląskie,-,-,80,-,-,0.18,2,1,1,98,0,0,496,86,407,3,t24,2023-01-24
świętokrzyskie,-,-,14,-,-,0.11,0,0,0,13,0,0,184,19,165,0,t26,2023-01-24
warmińsko-mazurskie,-,-,19,-,-,0.13,0,0,0,30,0,0,274,22,252,0,t28,2023-01-24
wielkopolskie,-,-,42,-,-,0.12,0,0,0,36,0,0,248,45,200,3,t30,2023-01-24
zachodniopomorskie,-,-,15,-,-,0.09,0,0,0,38,0,0,185,15,169,1,t32,2023-01-24
