wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,327,-,-,0.09,2,1,1,834,0,0,2228,336,1891,1,t00,2024-11-18
dolnośląskie,-,-,11,-,-,0.04,0,0,0,34,0,0,78,12,66,0,t02,2024-11-18
kujawsko-pomorskie,-,-,35,-,-,0.17,0,0,0,70,0,0,158,35,123,0,t04,2024-11-18
lubelskie,-,-,45,-,-,0.21,1,1,0,75,0,0,187,48,139,0,t06,2024-11-18
lubuskie,-,-,5,-,-,0.05,0,0,0,11,0,0,32,5,26,1,t08,2024-11-18
łódzkie,-,-,6,-,-,0.02,0,0,0,24,0,0,43,6,37,0,t10,2024-11-18
małopolskie,-,-,25,-,-,0.07,0,0,0,102,0,0,187,26,161,0,t12,2024-11-18
mazowieckie,-,-,46,-,-,0.08,0,0,0,69,0,0,506,46,460,0,t14,2024-11-18
opolskie,-,-,7,-,-,0.07,0,0,0,4,0,0,47,7,40,0,t16,2024-11-18
podkarpackie,-,-,21,-,-,0.1,0,0,0,104,0,0,169,23,146,0,t18,2024-11-18
podlaskie,-,-,30,-,-,0.25,0,0,0,85,0,0,139,30,109,0,t20,2024-11-18
pomorskie,-,-,6,-,-,0.03,1,0,1,22,0,0,109,6,103,0,t22,2024-11-18
śląskie,-,-,31,-,-,0.07,0,0,0,106,0,0,201,31,170,0,t24,2024-11-18
świętokrzyskie,-,-,15,-,-,0.12,0,0,0,19,0,0,40,15,25,0,t26,2024-11-18
warmińsko-mazurskie,-,-,13,-,-,0.09,0,0,0,33,0,0,72,13,59,0,t28,2024-11-18
wielkopolskie,-,-,19,-,-,0.05,0,0,0,38,0,0,92,19,73,0,t30,2024-11-18
zachodniopomorskie,-,-,11,-,-,0.06,0,0,0,37,0,0,80,11,69,0,t32,2024-11-18
