wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,251,-,-,0.07,2,1,1,518,0,0,4125,282,3835,8,t00,2023-05-04
dolnośląskie,-,-,15,-,-,0.05,0,0,0,25,0,0,175,15,160,0,t02,2023-05-04
kujawsko-pomorskie,-,-,16,-,-,0.08,0,0,0,23,0,0,220,16,202,2,t04,2023-05-04
lubelskie,-,-,27,-,-,0.13,0,0,0,40,0,0,523,30,493,0,t06,2023-05-04
lubuskie,-,-,9,-,-,0.09,0,0,0,15,0,0,86,9,77,0,t08,2023-05-04
łódzkie,-,-,14,-,-,0.06,0,0,0,49,0,0,180,15,165,0,t10,2023-05-04
małopolskie,-,-,16,-,-,0.05,0,0,0,53,0,0,212,17,195,0,t12,2023-05-04
mazowieckie,-,-,33,-,-,0.06,1,0,1,61,0,0,660,36,624,0,t14,2023-05-04
opolskie,-,-,14,-,-,0.14,0,0,0,4,0,0,199,17,182,0,t16,2023-05-04
podkarpackie,-,-,12,-,-,0.06,0,0,0,31,0,0,216,13,203,0,t18,2023-05-04
podlaskie,-,-,22,-,-,0.19,0,0,0,38,0,0,197,24,172,1,t20,2023-05-04
pomorskie,-,-,8,-,-,0.03,0,0,0,16,0,0,194,12,182,0,t22,2023-05-04
śląskie,-,-,21,-,-,0.05,0,0,0,59,0,0,362,24,335,3,t24,2023-05-04
świętokrzyskie,-,-,4,-,-,0.03,0,0,0,8,0,0,74,5,69,0,t26,2023-05-04
warmińsko-mazurskie,-,-,11,-,-,0.08,0,0,0,26,0,0,253,12,240,1,t28,2023-05-04
wielkopolskie,-,-,13,-,-,0.04,1,1,0,23,0,0,186,18,167,1,t30,2023-05-04
zachodniopomorskie,-,-,11,-,-,0.06,0,0,0,47,0,0,187,13,174,0,t32,2023-05-04
