wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,922,-,-,0.24,21,12,9,1413,0,0,4462,980,3475,7,t00,2024-01-09
dolnośląskie,-,-,47,-,-,0.16,0,0,0,60,0,0,236,48,187,1,t02,2024-01-09
kujawsko-pomorskie,-,-,90,-,-,0.43,2,0,2,116,0,0,333,90,241,2,t04,2024-01-09
lubelskie,-,-,81,-,-,0.39,0,0,0,139,0,0,260,85,175,0,t06,2024-01-09
lubuskie,-,-,29,-,-,0.29,0,0,0,28,0,0,138,29,109,0,t08,2024-01-09
łódzkie,-,-,44,-,-,0.18,2,1,1,87,0,0,172,48,124,0,t10,2024-01-09
małopolskie,-,-,86,-,-,0.25,2,2,0,143,0,0,351,86,264,1,t12,2024-01-09
mazowieckie,-,-,131,-,-,0.24,3,3,0,155,0,0,779,132,646,1,t14,2024-01-09
opolskie,-,-,38,-,-,0.39,1,1,0,19,0,0,176,44,132,0,t16,2024-01-09
podkarpackie,-,-,55,-,-,0.26,0,0,0,119,0,0,242,57,185,0,t18,2024-01-09
podlaskie,-,-,25,-,-,0.21,0,0,0,64,0,0,118,27,90,1,t20,2024-01-09
pomorskie,-,-,36,-,-,0.15,5,4,1,61,0,0,191,37,153,1,t22,2024-01-09
śląskie,-,-,96,-,-,0.21,1,0,1,191,0,0,436,105,331,0,t24,2024-01-09
świętokrzyskie,-,-,36,-,-,0.29,0,0,0,31,0,0,81,38,43,0,t26,2024-01-09
warmińsko-mazurskie,-,-,39,-,-,0.27,1,1,0,71,0,0,382,39,343,0,t28,2024-01-09
wielkopolskie,-,-,49,-,-,0.14,3,0,3,58,0,0,155,58,97,0,t30,2024-01-09
zachodniopomorskie,-,-,33,-,-,0.19,1,0,1,71,0,0,237,37,200,0,t32,2024-01-09
