wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,277,-,-,0.07,0,0,0,462,0,0,1294,280,1014,0,t00,2023-09-18
dolnośląskie,-,-,21,-,-,0.07,0,0,0,28,0,0,61,22,39,0,t02,2023-09-18
kujawsko-pomorskie,-,-,6,-,-,0.03,0,0,0,18,0,0,39,6,33,0,t04,2023-09-18
lubelskie,-,-,22,-,-,0.1,0,0,0,43,0,0,68,22,46,0,t06,2023-09-18
lubuskie,-,-,5,-,-,0.05,0,0,0,13,0,0,23,5,18,0,t08,2023-09-18
łódzkie,-,-,9,-,-,0.04,0,0,0,17,0,0,31,9,22,0,t10,2023-09-18
małopolskie,-,-,30,-,-,0.09,0,0,0,52,0,0,70,30,40,0,t12,2023-09-18
mazowieckie,-,-,65,-,-,0.12,0,0,0,76,0,0,433,65,368,0,t14,2023-09-18
opolskie,-,-,9,-,-,0.09,0,0,0,7,0,0,64,9,55,0,t16,2023-09-18
podkarpackie,-,-,9,-,-,0.04,0,0,0,36,0,0,52,9,43,0,t18,2023-09-18
podlaskie,-,-,21,-,-,0.18,0,0,0,25,0,0,55,23,32,0,t20,2023-09-18
pomorskie,-,-,17,-,-,0.07,0,0,0,16,0,0,66,17,49,0,t22,2023-09-18
śląskie,-,-,14,-,-,0.03,0,0,0,31,0,0,64,14,50,0,t24,2023-09-18
świętokrzyskie,-,-,8,-,-,0.07,0,0,0,7,0,0,11,8,3,0,t26,2023-09-18
warmińsko-mazurskie,-,-,6,-,-,0.04,0,0,0,16,0,0,24,6,18,0,t28,2023-09-18
wielkopolskie,-,-,18,-,-,0.05,0,0,0,34,0,0,57,18,39,0,t30,2023-09-18
zachodniopomorskie,-,-,14,-,-,0.08,0,0,0,42,0,0,79,14,65,0,t32,2023-09-18
