wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,342,-,-,0.09,4,1,3,888,0,0,2362,370,1989,3,t00,2024-11-12
dolnośląskie,-,-,21,-,-,0.07,1,0,1,42,0,0,99,21,78,0,t02,2024-11-12
kujawsko-pomorskie,-,-,29,-,-,0.14,0,0,0,37,0,0,226,30,194,2,t04,2024-11-12
lubelskie,-,-,37,-,-,0.18,2,1,1,103,0,0,220,45,175,0,t06,2024-11-12
lubuskie,-,-,10,-,-,0.1,0,0,0,10,0,0,33,10,23,0,t08,2024-11-12
łódzkie,-,-,11,-,-,0.04,0,0,0,28,0,0,67,12,55,0,t10,2024-11-12
małopolskie,-,-,32,-,-,0.09,1,0,1,95,0,0,171,32,139,0,t12,2024-11-12
mazowieckie,-,-,47,-,-,0.09,0,0,0,117,0,0,518,51,467,0,t14,2024-11-12
opolskie,-,-,7,-,-,0.07,0,0,0,10,0,0,66,7,59,0,t16,2024-11-12
podkarpackie,-,-,30,-,-,0.14,0,0,0,87,0,0,166,39,126,1,t18,2024-11-12
podlaskie,-,-,28,-,-,0.24,0,0,0,90,0,0,132,30,102,0,t20,2024-11-12
pomorskie,-,-,15,-,-,0.06,0,0,0,39,0,0,94,15,79,0,t22,2024-11-12
śląskie,-,-,29,-,-,0.06,0,0,0,111,0,0,192,29,163,0,t24,2024-11-12
świętokrzyskie,-,-,7,-,-,0.06,0,0,0,8,0,0,28,9,19,0,t26,2024-11-12
warmińsko-mazurskie,-,-,11,-,-,0.08,0,0,0,40,0,0,87,11,76,0,t28,2024-11-12
wielkopolskie,-,-,15,-,-,0.04,0,0,0,37,0,0,110,15,95,0,t30,2024-11-12
zachodniopomorskie,-,-,8,-,-,0.05,0,0,0,34,0,0,66,8,58,0,t32,2024-11-12
