wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1189,-,-,0.31,2,1,1,989,0,0,2253,1225,1028,0,t00,2024-08-12
dolnośląskie,-,-,83,-,-,0.29,0,0,0,40,0,0,142,86,56,0,t02,2024-08-12
kujawsko-pomorskie,-,-,98,-,-,0.47,0,0,0,87,0,0,148,98,50,0,t04,2024-08-12
lubelskie,-,-,134,-,-,0.64,0,0,0,113,0,0,167,137,30,0,t06,2024-08-12
lubuskie,-,-,38,-,-,0.38,0,0,0,13,0,0,66,38,28,0,t08,2024-08-12
łódzkie,-,-,41,-,-,0.17,0,0,0,38,0,0,73,42,31,0,t10,2024-08-12
małopolskie,-,-,61,-,-,0.18,0,0,0,64,0,0,129,64,65,0,t12,2024-08-12
mazowieckie,-,-,208,-,-,0.38,1,1,0,175,0,0,611,208,403,0,t14,2024-08-12
opolskie,-,-,27,-,-,0.28,0,0,0,9,0,0,55,29,26,0,t16,2024-08-12
podkarpackie,-,-,50,-,-,0.24,0,0,0,45,0,0,78,52,26,0,t18,2024-08-12
podlaskie,-,-,83,-,-,0.71,0,0,0,83,0,0,118,89,29,0,t20,2024-08-12
pomorskie,-,-,42,-,-,0.18,0,0,0,40,0,0,79,43,36,0,t22,2024-08-12
śląskie,-,-,79,-,-,0.18,1,0,1,108,0,0,152,80,72,0,t24,2024-08-12
świętokrzyskie,-,-,29,-,-,0.24,0,0,0,23,0,0,43,38,5,0,t26,2024-08-12
warmińsko-mazurskie,-,-,76,-,-,0.54,0,0,0,56,0,0,121,79,42,0,t28,2024-08-12
wielkopolskie,-,-,79,-,-,0.23,0,0,0,52,0,0,122,79,43,0,t30,2024-08-12
zachodniopomorskie,-,-,55,-,-,0.32,0,0,0,40,0,0,90,55,35,0,t32,2024-08-12
