wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,332,-,-,0.09,0,0,0,342,0,0,1051,341,709,1,t00,2024-07-25
dolnośląskie,-,-,15,-,-,0.05,0,0,0,18,0,0,36,15,21,0,t02,2024-07-25
kujawsko-pomorskie,-,-,48,-,-,0.23,0,0,0,40,0,0,84,49,34,1,t04,2024-07-25
lubelskie,-,-,30,-,-,0.14,0,0,0,40,0,0,62,30,32,0,t06,2024-07-25
lubuskie,-,-,6,-,-,0.06,0,0,0,3,0,0,12,6,6,0,t08,2024-07-25
łódzkie,-,-,14,-,-,0.06,0,0,0,19,0,0,24,15,9,0,t10,2024-07-25
małopolskie,-,-,21,-,-,0.06,0,0,0,30,0,0,48,21,27,0,t12,2024-07-25
mazowieckie,-,-,48,-,-,0.09,0,0,0,38,0,0,386,49,337,0,t14,2024-07-25
opolskie,-,-,9,-,-,0.09,0,0,0,1,0,0,36,9,27,0,t16,2024-07-25
podkarpackie,-,-,15,-,-,0.07,0,0,0,12,0,0,40,15,25,0,t18,2024-07-25
podlaskie,-,-,18,-,-,0.15,0,0,0,16,0,0,36,18,18,0,t20,2024-07-25
pomorskie,-,-,23,-,-,0.1,0,0,0,24,0,0,44,25,19,0,t22,2024-07-25
śląskie,-,-,17,-,-,0.04,0,0,0,26,0,0,56,18,38,0,t24,2024-07-25
świętokrzyskie,-,-,6,-,-,0.05,0,0,0,7,0,0,10,7,3,0,t26,2024-07-25
warmińsko-mazurskie,-,-,34,-,-,0.24,0,0,0,33,0,0,57,35,22,0,t28,2024-07-25
wielkopolskie,-,-,16,-,-,0.05,0,0,0,14,0,0,40,16,24,0,t30,2024-07-25
zachodniopomorskie,-,-,9,-,-,0.05,0,0,0,20,0,0,42,10,32,0,t32,2024-07-25
