wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,174,-,-,0.05,3,2,1,973,0,0,2900,176,2723,1,t00,2024-12-31
dolnośląskie,-,-,8,-,-,0.03,0,0,0,36,0,0,152,8,144,0,t02,2024-12-31
kujawsko-pomorskie,-,-,14,-,-,0.07,0,0,0,66,0,0,145,14,131,0,t04,2024-12-31
lubelskie,-,-,18,-,-,0.09,0,0,0,73,0,0,152,18,133,1,t06,2024-12-31
lubuskie,-,-,0,-,-,0.0,0,0,0,7,0,0,38,0,38,0,t08,2024-12-31
łódzkie,-,-,4,-,-,0.02,0,0,0,46,0,0,106,4,102,0,t10,2024-12-31
małopolskie,-,-,17,-,-,0.05,0,0,0,143,0,0,251,17,234,0,t12,2024-12-31
mazowieckie,-,-,29,-,-,0.05,0,0,0,126,0,0,756,30,726,0,t14,2024-12-31
opolskie,-,-,2,-,-,0.02,0,0,0,10,0,0,63,2,61,0,t16,2024-12-31
podkarpackie,-,-,9,-,-,0.04,0,0,0,71,0,0,242,9,233,0,t18,2024-12-31
podlaskie,-,-,19,-,-,0.16,0,0,0,96,0,0,141,19,122,0,t20,2024-12-31
pomorskie,-,-,8,-,-,0.03,0,0,0,41,0,0,142,8,134,0,t22,2024-12-31
śląskie,-,-,9,-,-,0.02,2,2,0,148,0,0,337,9,328,0,t24,2024-12-31
świętokrzyskie,-,-,13,-,-,0.11,0,0,0,23,0,0,50,13,37,0,t26,2024-12-31
warmińsko-mazurskie,-,-,6,-,-,0.04,1,0,1,29,0,0,74,6,68,0,t28,2024-12-31
wielkopolskie,-,-,7,-,-,0.02,0,0,0,28,0,0,80,7,73,0,t30,2024-12-31
zachodniopomorskie,-,-,10,-,-,0.06,0,0,0,28,0,0,107,11,96,0,t32,2024-12-31
