wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,155,-,-,0.04,0,0,0,168,0,0,776,158,618,0,t00,2024-07-09
dolnośląskie,-,-,8,-,-,0.03,0,0,0,5,0,0,23,8,15,0,t02,2024-07-09
kujawsko-pomorskie,-,-,4,-,-,0.02,0,0,0,8,0,0,24,4,20,0,t04,2024-07-09
lubelskie,-,-,10,-,-,0.05,0,0,0,16,0,0,27,10,17,0,t06,2024-07-09
lubuskie,-,-,4,-,-,0.04,0,0,0,2,0,0,7,4,3,0,t08,2024-07-09
łódzkie,-,-,5,-,-,0.02,0,0,0,4,0,0,9,5,4,0,t10,2024-07-09
małopolskie,-,-,12,-,-,0.04,0,0,0,16,0,0,43,13,30,0,t12,2024-07-09
mazowieckie,-,-,31,-,-,0.06,0,0,0,21,0,0,351,31,320,0,t14,2024-07-09
opolskie,-,-,1,-,-,0.01,0,0,0,0,0,0,20,1,19,0,t16,2024-07-09
podkarpackie,-,-,6,-,-,0.03,0,0,0,6,0,0,34,6,28,0,t18,2024-07-09
podlaskie,-,-,5,-,-,0.04,0,0,0,14,0,0,26,5,21,0,t20,2024-07-09
pomorskie,-,-,13,-,-,0.06,0,0,0,21,0,0,37,13,24,0,t22,2024-07-09
śląskie,-,-,14,-,-,0.03,0,0,0,20,0,0,61,14,47,0,t24,2024-07-09
świętokrzyskie,-,-,10,-,-,0.08,0,0,0,4,0,0,12,10,2,0,t26,2024-07-09
warmińsko-mazurskie,-,-,6,-,-,0.04,0,0,0,10,0,0,16,6,10,0,t28,2024-07-09
wielkopolskie,-,-,16,-,-,0.05,0,0,0,13,0,0,39,17,22,0,t30,2024-07-09
zachodniopomorskie,-,-,8,-,-,0.05,0,0,0,8,0,0,18,8,10,0,t32,2024-07-09
