wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,249,-,-,0.06,0,0,0,395,0,0,1334,259,1073,2,t00,2023-10-06
dolnośląskie,-,-,18,-,-,0.06,0,0,0,29,0,0,82,21,59,2,t02,2023-10-06
kujawsko-pomorskie,-,-,2,-,-,0.01,0,0,0,11,0,0,56,2,54,0,t04,2023-10-06
lubelskie,-,-,25,-,-,0.12,0,0,0,28,0,0,126,27,99,0,t06,2023-10-06
lubuskie,-,-,11,-,-,0.11,0,0,0,9,0,0,33,12,21,0,t08,2023-10-06
łódzkie,-,-,14,-,-,0.06,0,0,0,22,0,0,40,14,26,0,t10,2023-10-06
małopolskie,-,-,21,-,-,0.06,0,0,0,52,0,0,80,21,59,0,t12,2023-10-06
mazowieckie,-,-,42,-,-,0.08,0,0,0,50,0,0,417,42,375,0,t14,2023-10-06
opolskie,-,-,7,-,-,0.07,0,0,0,4,0,0,38,7,31,0,t16,2023-10-06
podkarpackie,-,-,6,-,-,0.03,0,0,0,25,0,0,40,6,34,0,t18,2023-10-06
podlaskie,-,-,26,-,-,0.22,0,0,0,38,0,0,68,27,41,0,t20,2023-10-06
pomorskie,-,-,11,-,-,0.05,0,0,0,16,0,0,56,11,45,0,t22,2023-10-06
śląskie,-,-,21,-,-,0.05,0,0,0,33,0,0,88,21,67,0,t24,2023-10-06
świętokrzyskie,-,-,7,-,-,0.06,0,0,0,7,0,0,9,7,2,0,t26,2023-10-06
warmińsko-mazurskie,-,-,5,-,-,0.04,0,0,0,16,0,0,20,5,15,0,t28,2023-10-06
wielkopolskie,-,-,19,-,-,0.05,0,0,0,22,0,0,46,21,25,0,t30,2023-10-06
zachodniopomorskie,-,-,12,-,-,0.07,0,0,0,33,0,0,54,12,42,0,t32,2023-10-06
