wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,182,-,-,0.05,1,0,1,282,0,0,949,191,758,0,t00,2023-09-15
dolnośląskie,-,-,6,-,-,0.02,0,0,0,6,0,0,33,7,26,0,t02,2023-09-15
kujawsko-pomorskie,-,-,4,-,-,0.02,0,0,0,7,0,0,30,4,26,0,t04,2023-09-15
lubelskie,-,-,11,-,-,0.05,0,0,0,23,0,0,40,14,26,0,t06,2023-09-15
lubuskie,-,-,5,-,-,0.05,0,0,0,3,0,0,15,5,10,0,t08,2023-09-15
łódzkie,-,-,8,-,-,0.03,0,0,0,12,0,0,18,8,10,0,t10,2023-09-15
małopolskie,-,-,13,-,-,0.04,0,0,0,23,0,0,46,13,33,0,t12,2023-09-15
mazowieckie,-,-,45,-,-,0.08,0,0,0,61,0,0,401,45,356,0,t14,2023-09-15
opolskie,-,-,7,-,-,0.07,0,0,0,7,0,0,37,8,29,0,t16,2023-09-15
podkarpackie,-,-,13,-,-,0.06,0,0,0,27,0,0,42,14,28,0,t18,2023-09-15
podlaskie,-,-,16,-,-,0.14,0,0,0,19,0,0,31,18,13,0,t20,2023-09-15
pomorskie,-,-,11,-,-,0.05,1,0,1,14,0,0,46,11,35,0,t22,2023-09-15
śląskie,-,-,10,-,-,0.02,0,0,0,24,0,0,39,10,29,0,t24,2023-09-15
świętokrzyskie,-,-,3,-,-,0.02,0,0,0,3,0,0,5,3,2,0,t26,2023-09-15
warmińsko-mazurskie,-,-,4,-,-,0.03,0,0,0,13,0,0,15,4,11,0,t28,2023-09-15
wielkopolskie,-,-,13,-,-,0.04,0,0,0,17,0,0,31,14,17,0,t30,2023-09-15
zachodniopomorskie,-,-,11,-,-,0.06,0,0,0,23,0,0,50,11,39,0,t32,2023-09-15
