wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,86,-,-,0.02,0,0,0,521,0,0,1851,90,1759,2,t00,2024-03-07
dolnośląskie,-,-,7,-,-,0.02,0,0,0,43,0,0,105,7,98,0,t02,2024-03-07
kujawsko-pomorskie,-,-,6,-,-,0.03,0,0,0,22,0,0,91,7,84,0,t04,2024-03-07
lubelskie,-,-,9,-,-,0.04,0,0,0,44,0,0,84,10,74,0,t06,2024-03-07
lubuskie,-,-,0,-,-,0.0,0,0,0,9,0,0,40,0,40,0,t08,2024-03-07
łódzkie,-,-,1,-,-,0.0,0,0,0,48,0,0,116,1,115,0,t10,2024-03-07
małopolskie,-,-,12,-,-,0.04,0,0,0,40,0,0,81,12,69,0,t12,2024-03-07
mazowieckie,-,-,13,-,-,0.02,0,0,0,69,0,0,482,13,469,0,t14,2024-03-07
opolskie,-,-,1,-,-,0.01,0,0,0,1,0,0,29,1,28,0,t16,2024-03-07
podkarpackie,-,-,8,-,-,0.04,0,0,0,53,0,0,91,8,83,0,t18,2024-03-07
podlaskie,-,-,8,-,-,0.07,0,0,0,27,0,0,56,8,48,0,t20,2024-03-07
pomorskie,-,-,3,-,-,0.01,0,0,0,40,0,0,190,3,187,0,t22,2024-03-07
śląskie,-,-,3,-,-,0.01,0,0,0,60,0,0,147,3,144,0,t24,2024-03-07
świętokrzyskie,-,-,2,-,-,0.02,0,0,0,11,0,0,20,3,17,0,t26,2024-03-07
warmińsko-mazurskie,-,-,6,-,-,0.04,0,0,0,25,0,0,104,7,95,2,t28,2024-03-07
wielkopolskie,-,-,5,-,-,0.01,0,0,0,11,0,0,74,5,69,0,t30,2024-03-07
zachodniopomorskie,-,-,2,-,-,0.01,0,0,0,18,0,0,63,2,61,0,t32,2024-03-07
