wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,260,-,-,0.07,0,0,0,385,0,0,1191,272,918,1,t00,2023-09-19
dolnośląskie,-,-,29,-,-,0.1,0,0,0,25,0,0,65,31,34,0,t02,2023-09-19
kujawsko-pomorskie,-,-,12,-,-,0.06,0,0,0,17,0,0,37,12,25,0,t04,2023-09-19
lubelskie,-,-,16,-,-,0.08,0,0,0,27,0,0,39,17,22,0,t06,2023-09-19
lubuskie,-,-,7,-,-,0.07,0,0,0,6,0,0,28,7,21,0,t08,2023-09-19
łódzkie,-,-,12,-,-,0.05,0,0,0,20,0,0,32,12,20,0,t10,2023-09-19
małopolskie,-,-,13,-,-,0.04,0,0,0,39,0,0,67,15,52,0,t12,2023-09-19
mazowieckie,-,-,52,-,-,0.1,0,0,0,56,0,0,426,55,371,0,t14,2023-09-19
opolskie,-,-,10,-,-,0.1,0,0,0,8,0,0,56,13,43,0,t16,2023-09-19
podkarpackie,-,-,10,-,-,0.05,0,0,0,19,0,0,35,10,25,0,t18,2023-09-19
podlaskie,-,-,21,-,-,0.18,0,0,0,26,0,0,47,21,26,0,t20,2023-09-19
pomorskie,-,-,11,-,-,0.05,0,0,0,19,0,0,74,11,63,0,t22,2023-09-19
śląskie,-,-,17,-,-,0.04,0,0,0,44,0,0,75,17,58,0,t24,2023-09-19
świętokrzyskie,-,-,4,-,-,0.03,0,0,0,2,0,0,5,5,0,0,t26,2023-09-19
warmińsko-mazurskie,-,-,6,-,-,0.04,0,0,0,14,0,0,33,6,27,0,t28,2023-09-19
wielkopolskie,-,-,15,-,-,0.04,0,0,0,27,0,0,50,15,35,0,t30,2023-09-19
zachodniopomorskie,-,-,20,-,-,0.12,0,0,0,36,0,0,57,20,37,0,t32,2023-09-19
