wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1813,-,-,0.47,4,4,0,1720,0,0,3931,1877,2050,4,t00,2023-11-13
dolnośląskie,-,-,116,-,-,0.4,1,1,0,101,0,0,239,118,121,0,t02,2023-11-13
kujawsko-pomorskie,-,-,112,-,-,0.54,1,1,0,101,0,0,237,116,121,0,t04,2023-11-13
lubelskie,-,-,179,-,-,0.85,0,0,0,137,0,0,306,182,124,0,t06,2023-11-13
lubuskie,-,-,46,-,-,0.46,0,0,0,60,0,0,102,46,56,0,t08,2023-11-13
łódzkie,-,-,72,-,-,0.29,0,0,0,90,0,0,146,78,68,0,t10,2023-11-13
małopolskie,-,-,104,-,-,0.3,0,0,0,153,0,0,239,105,134,0,t12,2023-11-13
mazowieckie,-,-,269,-,-,0.5,0,0,0,192,0,0,762,276,486,0,t14,2023-11-13
opolskie,-,-,38,-,-,0.39,0,0,0,42,0,0,97,39,58,0,t16,2023-11-13
podkarpackie,-,-,73,-,-,0.34,0,0,0,89,0,0,164,77,87,0,t18,2023-11-13
podlaskie,-,-,116,-,-,0.99,0,0,0,117,0,0,233,119,114,0,t20,2023-11-13
pomorskie,-,-,112,-,-,0.48,0,0,0,94,0,0,211,112,98,1,t22,2023-11-13
śląskie,-,-,137,-,-,0.3,2,2,0,198,0,0,356,144,211,1,t24,2023-11-13
świętokrzyskie,-,-,66,-,-,0.54,0,0,0,55,0,0,85,69,16,0,t26,2023-11-13
warmińsko-mazurskie,-,-,99,-,-,0.7,0,0,0,67,0,0,180,103,77,0,t28,2023-11-13
wielkopolskie,-,-,162,-,-,0.46,0,0,0,115,0,0,233,169,62,2,t30,2023-11-13
zachodniopomorskie,-,-,95,-,-,0.56,0,0,0,108,0,0,205,97,108,0,t32,2023-11-13
