wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,196,-,-,0.05,0,0,0,255,0,0,895,203,689,3,t00,2023-09-13
dolnośląskie,-,-,23,-,-,0.08,0,0,0,15,0,0,34,23,11,0,t02,2023-09-13
kujawsko-pomorskie,-,-,5,-,-,0.02,0,0,0,10,0,0,28,5,23,0,t04,2023-09-13
lubelskie,-,-,23,-,-,0.11,0,0,0,23,0,0,39,23,16,0,t06,2023-09-13
lubuskie,-,-,3,-,-,0.03,0,0,0,2,0,0,5,3,2,0,t08,2023-09-13
łódzkie,-,-,7,-,-,0.03,0,0,0,7,0,0,23,7,16,0,t10,2023-09-13
małopolskie,-,-,17,-,-,0.05,0,0,0,34,0,0,66,18,48,0,t12,2023-09-13
mazowieckie,-,-,42,-,-,0.08,0,0,0,40,0,0,396,44,349,3,t14,2023-09-13
opolskie,-,-,5,-,-,0.05,0,0,0,5,0,0,19,5,14,0,t16,2023-09-13
podkarpackie,-,-,7,-,-,0.03,0,0,0,8,0,0,15,7,8,0,t18,2023-09-13
podlaskie,-,-,10,-,-,0.08,0,0,0,12,0,0,33,10,23,0,t20,2023-09-13
pomorskie,-,-,9,-,-,0.04,0,0,0,6,0,0,29,9,20,0,t22,2023-09-13
śląskie,-,-,11,-,-,0.02,0,0,0,35,0,0,61,12,49,0,t24,2023-09-13
świętokrzyskie,-,-,2,-,-,0.02,0,0,0,4,0,0,6,2,4,0,t26,2023-09-13
warmińsko-mazurskie,-,-,8,-,-,0.06,0,0,0,11,0,0,17,9,8,0,t28,2023-09-13
wielkopolskie,-,-,9,-,-,0.03,0,0,0,13,0,0,26,9,17,0,t30,2023-09-13
zachodniopomorskie,-,-,12,-,-,0.07,0,0,0,30,0,0,47,14,33,0,t32,2023-09-13
