wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,77,-,-,0.02,0,0,0,0,0,0,545,89,454,2,t00,2023-11-12
dolnośląskie,-,-,0,-,-,0.0,0,0,0,0,0,0,1,0,1,0,t02,2023-11-12
kujawsko-pomorskie,-,-,3,-,-,0.01,0,0,0,0,0,0,5,3,2,0,t04,2023-11-12
lubelskie,-,-,2,-,-,0.01,0,0,0,0,0,0,26,7,19,0,t06,2023-11-12
lubuskie,-,-,2,-,-,0.02,0,0,0,0,0,0,4,2,2,0,t08,2023-11-12
łódzkie,-,-,5,-,-,0.02,0,0,0,0,0,0,13,5,8,0,t10,2023-11-12
małopolskie,-,-,9,-,-,0.03,0,0,0,0,0,0,16,9,7,0,t12,2023-11-12
mazowieckie,-,-,13,-,-,0.02,0,0,0,0,0,0,332,17,315,0,t14,2023-11-12
opolskie,-,-,0,-,-,0.0,0,0,0,0,0,0,0,0,0,0,t16,2023-11-12
podkarpackie,-,-,4,-,-,0.02,0,0,0,0,0,0,11,4,7,0,t18,2023-11-12
podlaskie,-,-,14,-,-,0.12,0,0,0,0,0,0,33,14,19,0,t20,2023-11-12
pomorskie,-,-,4,-,-,0.02,0,0,0,0,0,0,16,4,12,0,t22,2023-11-12
śląskie,-,-,3,-,-,0.01,0,0,0,0,0,0,15,3,12,0,t24,2023-11-12
świętokrzyskie,-,-,5,-,-,0.04,0,0,0,0,0,0,6,6,0,0,t26,2023-11-12
warmińsko-mazurskie,-,-,0,-,-,0.0,0,0,0,0,0,0,6,0,6,0,t28,2023-11-12
wielkopolskie,-,-,4,-,-,0.01,0,0,0,0,0,0,13,4,9,0,t30,2023-11-12
zachodniopomorskie,-,-,1,-,-,0.01,0,0,0,0,0,0,1,1,0,0,t32,2023-11-12
