wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,280,-,-,0.07,0,0,0,5,0,0,2242,307,1929,6,t00,2023-02-19
dolnośląskie,-,-,15,-,-,0.05,0,0,0,0,0,0,99,15,84,0,t02,2023-02-19
kujawsko-pomorskie,-,-,10,-,-,0.05,0,0,0,0,0,0,60,12,48,0,t04,2023-02-19
lubelskie,-,-,12,-,-,0.06,0,0,0,0,0,0,243,13,229,1,t06,2023-02-19
lubuskie,-,-,5,-,-,0.05,0,0,0,0,0,0,41,5,36,0,t08,2023-02-19
łódzkie,-,-,28,-,-,0.11,0,0,0,0,0,0,112,29,83,0,t10,2023-02-19
małopolskie,-,-,23,-,-,0.07,0,0,0,1,0,0,150,24,125,1,t12,2023-02-19
mazowieckie,-,-,40,-,-,0.07,0,0,0,3,0,0,497,46,451,0,t14,2023-02-19
opolskie,-,-,8,-,-,0.08,0,0,0,0,0,0,61,9,52,0,t16,2023-02-19
podkarpackie,-,-,18,-,-,0.08,0,0,0,0,0,0,145,19,126,0,t18,2023-02-19
podlaskie,-,-,1,-,-,0.01,0,0,0,0,0,0,26,1,25,0,t20,2023-02-19
pomorskie,-,-,8,-,-,0.03,0,0,0,0,0,0,103,8,95,0,t22,2023-02-19
śląskie,-,-,59,-,-,0.13,0,0,0,1,0,0,249,61,186,2,t24,2023-02-19
świętokrzyskie,-,-,5,-,-,0.04,0,0,0,0,0,0,73,6,67,0,t26,2023-02-19
warmińsko-mazurskie,-,-,9,-,-,0.06,0,0,0,0,0,0,51,9,42,0,t28,2023-02-19
wielkopolskie,-,-,17,-,-,0.05,0,0,0,0,0,0,97,18,78,1,t30,2023-02-19
zachodniopomorskie,-,-,1,-,-,0.01,0,0,0,0,0,0,40,1,39,0,t32,2023-02-19
