wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,285,-,-,0.07,2,2,0,834,0,0,2094,300,1793,1,t00,2024-11-25
dolnośląskie,-,-,17,-,-,0.06,0,0,0,47,0,0,121,18,103,0,t02,2024-11-25
kujawsko-pomorskie,-,-,25,-,-,0.12,0,0,0,69,0,0,181,26,154,1,t04,2024-11-25
lubelskie,-,-,25,-,-,0.12,0,0,0,72,0,0,153,25,128,0,t06,2024-11-25
lubuskie,-,-,5,-,-,0.05,0,0,0,4,0,0,25,5,20,0,t08,2024-11-25
łódzkie,-,-,8,-,-,0.03,0,0,0,15,0,0,39,8,31,0,t10,2024-11-25
małopolskie,-,-,21,-,-,0.06,0,0,0,97,0,0,171,22,149,0,t12,2024-11-25
mazowieckie,-,-,34,-,-,0.06,1,1,0,62,0,0,448,34,414,0,t14,2024-11-25
opolskie,-,-,4,-,-,0.04,1,1,0,4,0,0,46,4,42,0,t16,2024-11-25
podkarpackie,-,-,19,-,-,0.09,0,0,0,115,0,0,197,23,174,0,t18,2024-11-25
podlaskie,-,-,21,-,-,0.18,0,0,0,56,0,0,104,27,77,0,t20,2024-11-25
pomorskie,-,-,19,-,-,0.08,0,0,0,29,0,0,78,19,59,0,t22,2024-11-25
śląskie,-,-,30,-,-,0.07,0,0,0,117,0,0,195,30,165,0,t24,2024-11-25
świętokrzyskie,-,-,8,-,-,0.07,0,0,0,8,0,0,20,8,12,0,t26,2024-11-25
warmińsko-mazurskie,-,-,11,-,-,0.08,0,0,0,40,0,0,71,12,59,0,t28,2024-11-25
wielkopolskie,-,-,18,-,-,0.05,0,0,0,45,0,0,102,18,84,0,t30,2024-11-25
zachodniopomorskie,-,-,17,-,-,0.1,0,0,0,52,0,0,79,17,62,0,t32,2024-11-25
