wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,5083,-,-,1.33,16,7,9,4824,0,0,14650,5443,9164,43,t00,2023-03-13
dolnośląskie,-,-,220,-,-,0.76,2,1,1,201,0,0,653,234,417,2,t02,2023-03-13
kujawsko-pomorskie,-,-,357,-,-,1.73,0,0,0,428,0,0,1056,377,673,6,t04,2023-03-13
lubelskie,-,-,390,-,-,1.85,1,1,0,338,0,0,1218,411,802,5,t06,2023-03-13
lubuskie,-,-,105,-,-,1.04,0,0,0,82,0,0,266,112,153,1,t08,2023-03-13
łódzkie,-,-,306,-,-,1.25,1,0,1,322,0,0,869,325,542,2,t10,2023-03-13
małopolskie,-,-,437,-,-,1.28,3,3,0,488,0,0,996,455,539,2,t12,2023-03-13
mazowieckie,-,-,845,-,-,1.56,0,0,0,625,0,0,2091,907,1181,3,t14,2023-03-13
opolskie,-,-,110,-,-,1.12,1,1,0,68,0,0,466,127,339,0,t16,2023-03-13
podkarpackie,-,-,219,-,-,1.03,1,1,0,304,0,0,745,233,512,0,t18,2023-03-13
podlaskie,-,-,199,-,-,1.69,1,0,1,214,0,0,594,209,385,0,t20,2023-03-13
pomorskie,-,-,221,-,-,0.94,0,0,0,267,0,0,755,235,519,1,t22,2023-03-13
śląskie,-,-,604,-,-,1.34,0,0,0,553,0,0,1625,665,948,12,t24,2023-03-13
świętokrzyskie,-,-,203,-,-,1.65,0,0,0,156,0,0,420,212,208,0,t26,2023-03-13
warmińsko-mazurskie,-,-,236,-,-,1.66,0,0,0,220,0,0,895,270,624,1,t28,2023-03-13
wielkopolskie,-,-,398,-,-,1.14,5,0,5,313,0,0,976,413,555,8,t30,2023-03-13
zachodniopomorskie,-,-,182,-,-,1.07,1,0,1,241,0,0,605,192,413,0,t32,2023-03-13
