wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,2996,-,-,0.78,6,4,2,2647,0,0,5962,3097,2859,6,t00,2023-12-08
dolnośląskie,-,-,171,-,-,0.59,0,0,0,86,0,0,284,175,109,0,t02,2023-12-08
kujawsko-pomorskie,-,-,225,-,-,1.09,0,0,0,194,0,0,455,237,216,2,t04,2023-12-08
lubelskie,-,-,263,-,-,1.25,2,2,0,271,0,0,545,283,262,0,t06,2023-12-08
lubuskie,-,-,117,-,-,1.16,1,1,0,75,0,0,191,117,73,1,t08,2023-12-08
łódzkie,-,-,169,-,-,0.69,1,0,1,169,0,0,307,170,137,0,t10,2023-12-08
małopolskie,-,-,215,-,-,0.63,0,0,0,240,0,0,457,223,234,0,t12,2023-12-08
mazowieckie,-,-,467,-,-,0.86,1,1,0,339,0,0,1125,486,639,0,t14,2023-12-08
opolskie,-,-,72,-,-,0.73,0,0,0,34,0,0,131,74,57,0,t16,2023-12-08
podkarpackie,-,-,144,-,-,0.68,0,0,0,158,0,0,273,147,126,0,t18,2023-12-08
podlaskie,-,-,108,-,-,0.92,0,0,0,114,0,0,216,113,103,0,t20,2023-12-08
pomorskie,-,-,104,-,-,0.44,1,0,1,98,0,0,199,105,94,0,t22,2023-12-08
śląskie,-,-,327,-,-,0.73,0,0,0,318,0,0,658,341,317,0,t24,2023-12-08
świętokrzyskie,-,-,75,-,-,0.61,0,0,0,63,0,0,98,75,23,0,t26,2023-12-08
warmińsko-mazurskie,-,-,101,-,-,0.71,0,0,0,130,0,0,205,101,103,1,t28,2023-12-08
wielkopolskie,-,-,250,-,-,0.71,0,0,0,195,0,0,345,252,92,1,t30,2023-12-08
zachodniopomorskie,-,-,157,-,-,0.93,0,0,0,163,0,0,338,158,179,1,t32,2023-12-08
