wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,92,-,-,0.02,1,1,0,102,0,0,553,94,459,0,t00,2024-06-26
dolnośląskie,-,-,7,-,-,0.02,0,0,0,5,0,0,17,8,9,0,t02,2024-06-26
kujawsko-pomorskie,-,-,5,-,-,0.02,0,0,0,6,0,0,20,6,14,0,t04,2024-06-26
lubelskie,-,-,9,-,-,0.04,0,0,0,14,0,0,25,9,16,0,t06,2024-06-26
lubuskie,-,-,6,-,-,0.06,0,0,0,0,0,0,7,6,1,0,t08,2024-06-26
łódzkie,-,-,2,-,-,0.01,0,0,0,3,0,0,4,2,2,0,t10,2024-06-26
małopolskie,-,-,6,-,-,0.02,0,0,0,2,0,0,16,6,10,0,t12,2024-06-26
mazowieckie,-,-,17,-,-,0.03,0,0,0,18,0,0,327,17,310,0,t14,2024-06-26
opolskie,-,-,0,-,-,0.0,0,0,0,0,0,0,5,0,5,0,t16,2024-06-26
podkarpackie,-,-,2,-,-,0.01,0,0,0,6,0,0,10,2,8,0,t18,2024-06-26
podlaskie,-,-,9,-,-,0.08,0,0,0,11,0,0,20,9,11,0,t20,2024-06-26
pomorskie,-,-,7,-,-,0.03,0,0,0,10,0,0,16,7,9,0,t22,2024-06-26
śląskie,-,-,10,-,-,0.02,0,0,0,12,0,0,29,10,19,0,t24,2024-06-26
świętokrzyskie,-,-,0,-,-,0.0,0,0,0,1,0,0,1,0,1,0,t26,2024-06-26
warmińsko-mazurskie,-,-,3,-,-,0.02,0,0,0,4,0,0,9,3,6,0,t28,2024-06-26
wielkopolskie,-,-,5,-,-,0.01,1,1,0,6,0,0,22,5,17,0,t30,2024-06-26
zachodniopomorskie,-,-,4,-,-,0.02,0,0,0,4,0,0,10,4,6,0,t32,2024-06-26
