wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,178,-,-,0.05,5,0,5,439,0,0,3840,209,3626,5,t00,2023-05-15
dolnośląskie,-,-,10,-,-,0.03,0,0,0,18,0,0,159,11,148,0,t02,2023-05-15
kujawsko-pomorskie,-,-,8,-,-,0.04,0,0,0,30,0,0,166,9,157,0,t04,2023-05-15
lubelskie,-,-,20,-,-,0.1,0,0,0,25,0,0,434,23,411,0,t06,2023-05-15
lubuskie,-,-,2,-,-,0.02,0,0,0,8,0,0,84,2,82,0,t08,2023-05-15
łódzkie,-,-,8,-,-,0.03,0,0,0,22,0,0,146,11,135,0,t10,2023-05-15
małopolskie,-,-,10,-,-,0.03,0,0,0,66,0,0,222,12,210,0,t12,2023-05-15
mazowieckie,-,-,32,-,-,0.06,1,0,1,57,0,0,649,34,615,0,t14,2023-05-15
opolskie,-,-,2,-,-,0.02,0,0,0,1,0,0,181,3,178,0,t16,2023-05-15
podkarpackie,-,-,11,-,-,0.05,1,0,1,28,0,0,209,14,195,0,t18,2023-05-15
podlaskie,-,-,10,-,-,0.08,1,0,1,25,0,0,125,10,115,0,t20,2023-05-15
pomorskie,-,-,14,-,-,0.06,0,0,0,28,0,0,153,17,135,1,t22,2023-05-15
śląskie,-,-,17,-,-,0.04,2,0,2,54,0,0,326,20,304,2,t24,2023-05-15
świętokrzyskie,-,-,2,-,-,0.02,0,0,0,8,0,0,99,4,95,0,t26,2023-05-15
warmińsko-mazurskie,-,-,15,-,-,0.11,0,0,0,26,0,0,289,17,271,1,t28,2023-05-15
wielkopolskie,-,-,10,-,-,0.03,0,0,0,10,0,0,135,12,123,0,t30,2023-05-15
zachodniopomorskie,-,-,5,-,-,0.03,0,0,0,32,0,0,262,7,255,0,t32,2023-05-15
