wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,92,-,-,0.02,2,2,0,119,0,0,675,92,583,0,t00,2024-07-04
dolnośląskie,-,-,4,-,-,0.01,0,0,0,7,0,0,12,4,8,0,t02,2024-07-04
kujawsko-pomorskie,-,-,11,-,-,0.05,0,0,0,9,0,0,33,11,22,0,t04,2024-07-04
lubelskie,-,-,7,-,-,0.03,0,0,0,16,0,0,22,7,15,0,t06,2024-07-04
lubuskie,-,-,1,-,-,0.01,0,0,0,3,0,0,4,1,3,0,t08,2024-07-04
łódzkie,-,-,2,-,-,0.01,0,0,0,4,0,0,16,2,14,0,t10,2024-07-04
małopolskie,-,-,11,-,-,0.03,0,0,0,12,0,0,31,11,20,0,t12,2024-07-04
mazowieckie,-,-,16,-,-,0.03,1,1,0,16,0,0,331,16,315,0,t14,2024-07-04
opolskie,-,-,3,-,-,0.03,0,0,0,0,0,0,32,3,29,0,t16,2024-07-04
podkarpackie,-,-,4,-,-,0.02,0,0,0,4,0,0,11,4,7,0,t18,2024-07-04
podlaskie,-,-,6,-,-,0.05,0,0,0,8,0,0,29,6,23,0,t20,2024-07-04
pomorskie,-,-,4,-,-,0.02,0,0,0,9,0,0,16,4,12,0,t22,2024-07-04
śląskie,-,-,7,-,-,0.02,0,0,0,12,0,0,38,7,31,0,t24,2024-07-04
świętokrzyskie,-,-,1,-,-,0.01,0,0,0,2,0,0,3,1,2,0,t26,2024-07-04
warmińsko-mazurskie,-,-,4,-,-,0.03,0,0,0,8,0,0,17,4,13,0,t28,2024-07-04
wielkopolskie,-,-,8,-,-,0.02,1,1,0,4,0,0,27,8,19,0,t30,2024-07-04
zachodniopomorskie,-,-,3,-,-,0.02,0,0,0,5,0,0,40,3,37,0,t32,2024-07-04
