wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,136,-,-,0.04,0,0,0,5,0,0,654,150,503,1,t00,2023-12-23
dolnośląskie,-,-,1,-,-,0.0,0,0,0,0,0,0,6,1,5,0,t02,2023-12-23
kujawsko-pomorskie,-,-,7,-,-,0.03,0,0,0,1,0,0,18,8,10,0,t04,2023-12-23
lubelskie,-,-,12,-,-,0.06,0,0,0,1,0,0,42,15,27,0,t06,2023-12-23
lubuskie,-,-,0,-,-,0.0,0,0,0,0,0,0,3,0,3,0,t08,2023-12-23
łódzkie,-,-,2,-,-,0.01,0,0,0,0,0,0,5,2,3,0,t10,2023-12-23
małopolskie,-,-,15,-,-,0.04,0,0,0,0,0,0,30,16,14,0,t12,2023-12-23
mazowieckie,-,-,28,-,-,0.05,0,0,0,1,0,0,361,29,332,0,t14,2023-12-23
opolskie,-,-,0,-,-,0.0,0,0,0,0,0,0,2,1,1,0,t16,2023-12-23
podkarpackie,-,-,15,-,-,0.07,0,0,0,0,0,0,16,15,1,0,t18,2023-12-23
podlaskie,-,-,1,-,-,0.01,0,0,0,0,0,0,13,1,12,0,t20,2023-12-23
pomorskie,-,-,10,-,-,0.04,0,0,0,0,0,0,30,11,18,1,t22,2023-12-23
śląskie,-,-,13,-,-,0.03,0,0,0,1,0,0,36,13,23,0,t24,2023-12-23
świętokrzyskie,-,-,2,-,-,0.02,0,0,0,0,0,0,5,2,3,0,t26,2023-12-23
warmińsko-mazurskie,-,-,0,-,-,0.0,0,0,0,0,0,0,0,0,0,0,t28,2023-12-23
wielkopolskie,-,-,12,-,-,0.03,0,0,0,0,0,0,18,12,6,0,t30,2023-12-23
zachodniopomorskie,-,-,7,-,-,0.04,0,0,0,1,0,0,16,7,9,0,t32,2023-12-23
