wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1251,-,-,0.33,2,1,1,1417,0,0,3462,1298,2163,1,t00,2024-10-02
dolnośląskie,-,-,57,-,-,0.2,0,0,0,60,0,0,157,57,100,0,t02,2024-10-02
kujawsko-pomorskie,-,-,89,-,-,0.43,0,0,0,110,0,0,264,92,171,1,t04,2024-10-02
lubelskie,-,-,158,-,-,0.75,0,0,0,164,0,0,261,163,98,0,t06,2024-10-02
lubuskie,-,-,27,-,-,0.27,0,0,0,27,0,0,58,27,31,0,t08,2024-10-02
łódzkie,-,-,60,-,-,0.25,0,0,0,74,0,0,150,65,85,0,t10,2024-10-02
małopolskie,-,-,105,-,-,0.31,0,0,0,133,0,0,310,106,204,0,t12,2024-10-02
mazowieckie,-,-,188,-,-,0.35,0,0,0,164,0,0,684,196,488,0,t14,2024-10-02
opolskie,-,-,21,-,-,0.21,0,0,0,21,0,0,81,21,60,0,t16,2024-10-02
podkarpackie,-,-,103,-,-,0.48,0,0,0,116,0,0,242,109,133,0,t18,2024-10-02
podlaskie,-,-,54,-,-,0.46,0,0,0,78,0,0,161,58,103,0,t20,2024-10-02
pomorskie,-,-,50,-,-,0.21,1,0,1,62,0,0,180,53,127,0,t22,2024-10-02
śląskie,-,-,95,-,-,0.21,0,0,0,150,0,0,272,98,174,0,t24,2024-10-02
świętokrzyskie,-,-,42,-,-,0.34,0,0,0,44,0,0,77,44,33,0,t26,2024-10-02
warmińsko-mazurskie,-,-,49,-,-,0.34,0,0,0,73,0,0,117,50,67,0,t28,2024-10-02
wielkopolskie,-,-,100,-,-,0.29,1,1,0,72,0,0,205,102,103,0,t30,2024-10-02
zachodniopomorskie,-,-,46,-,-,0.27,0,0,0,68,0,0,163,49,114,0,t32,2024-10-02
