wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,339,-,-,0.09,3,1,2,345,0,0,1070,350,720,0,t00,2024-07-24
dolnośląskie,-,-,26,-,-,0.09,0,0,0,28,0,0,48,26,22,0,t02,2024-07-24
kujawsko-pomorskie,-,-,25,-,-,0.12,1,1,0,22,0,0,58,27,31,0,t04,2024-07-24
lubelskie,-,-,30,-,-,0.14,0,0,0,38,0,0,54,31,23,0,t06,2024-07-24
lubuskie,-,-,7,-,-,0.07,0,0,0,6,0,0,10,7,3,0,t08,2024-07-24
łódzkie,-,-,5,-,-,0.02,0,0,0,5,0,0,14,5,9,0,t10,2024-07-24
małopolskie,-,-,25,-,-,0.07,0,0,0,38,0,0,67,25,42,0,t12,2024-07-24
mazowieckie,-,-,56,-,-,0.1,0,0,0,45,0,0,394,56,338,0,t14,2024-07-24
opolskie,-,-,4,-,-,0.04,0,0,0,2,0,0,21,4,17,0,t16,2024-07-24
podkarpackie,-,-,8,-,-,0.04,0,0,0,14,0,0,32,10,22,0,t18,2024-07-24
podlaskie,-,-,18,-,-,0.15,1,0,1,28,0,0,48,19,29,0,t20,2024-07-24
pomorskie,-,-,20,-,-,0.09,0,0,0,21,0,0,48,20,28,0,t22,2024-07-24
śląskie,-,-,26,-,-,0.06,0,0,0,16,0,0,74,26,48,0,t24,2024-07-24
świętokrzyskie,-,-,17,-,-,0.14,0,0,0,14,0,0,21,17,4,0,t26,2024-07-24
warmińsko-mazurskie,-,-,17,-,-,0.12,0,0,0,21,0,0,38,17,21,0,t28,2024-07-24
wielkopolskie,-,-,30,-,-,0.09,1,0,1,15,0,0,43,30,13,0,t30,2024-07-24
zachodniopomorskie,-,-,20,-,-,0.12,0,0,0,30,0,0,49,20,29,0,t32,2024-07-24
