wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1603,-,-,0.42,2,0,2,1381,0,0,2981,1638,1341,2,t00,2024-08-19
dolnośląskie,-,-,78,-,-,0.27,0,0,0,43,0,0,123,83,40,0,t02,2024-08-19
kujawsko-pomorskie,-,-,131,-,-,0.63,0,0,0,117,0,0,255,134,121,0,t04,2024-08-19
lubelskie,-,-,187,-,-,0.89,0,0,0,174,0,0,258,193,65,0,t06,2024-08-19
lubuskie,-,-,21,-,-,0.21,0,0,0,11,0,0,36,21,15,0,t08,2024-08-19
łódzkie,-,-,78,-,-,0.32,0,0,0,67,0,0,116,81,35,0,t10,2024-08-19
małopolskie,-,-,82,-,-,0.24,1,0,1,122,0,0,171,84,87,0,t12,2024-08-19
mazowieckie,-,-,342,-,-,0.63,0,0,0,237,0,0,792,347,445,0,t14,2024-08-19
opolskie,-,-,24,-,-,0.24,1,0,1,16,0,0,61,25,36,0,t16,2024-08-19
podkarpackie,-,-,73,-,-,0.34,0,0,0,75,0,0,146,75,71,0,t18,2024-08-19
podlaskie,-,-,110,-,-,0.93,0,0,0,97,0,0,151,110,41,0,t20,2024-08-19
pomorskie,-,-,77,-,-,0.33,0,0,0,68,0,0,123,78,45,0,t22,2024-08-19
śląskie,-,-,84,-,-,0.19,0,0,0,116,0,0,218,84,132,2,t24,2024-08-19
świętokrzyskie,-,-,43,-,-,0.35,0,0,0,32,0,0,49,44,5,0,t26,2024-08-19
warmińsko-mazurskie,-,-,89,-,-,0.63,0,0,0,83,0,0,149,90,59,0,t28,2024-08-19
wielkopolskie,-,-,131,-,-,0.37,0,0,0,69,0,0,190,133,57,0,t30,2024-08-19
zachodniopomorskie,-,-,48,-,-,0.28,0,0,0,50,0,0,112,48,64,0,t32,2024-08-19
