wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,4175,-,-,1.09,5,2,3,3692,0,0,7519,4269,3246,4,t00,2023-12-04
dolnośląskie,-,-,231,-,-,0.8,3,2,1,163,0,0,393,236,157,0,t02,2023-12-04
kujawsko-pomorskie,-,-,372,-,-,1.8,0,0,0,318,0,0,650,387,261,2,t04,2023-12-04
lubelskie,-,-,380,-,-,1.81,0,0,0,372,0,0,665,390,275,0,t06,2023-12-04
lubuskie,-,-,97,-,-,0.96,0,0,0,85,0,0,193,97,96,0,t08,2023-12-04
łódzkie,-,-,162,-,-,0.66,0,0,0,175,0,0,280,163,117,0,t10,2023-12-04
małopolskie,-,-,251,-,-,0.74,0,0,0,290,0,0,466,258,208,0,t12,2023-12-04
mazowieckie,-,-,611,-,-,1.13,1,0,1,428,0,0,1307,622,684,1,t14,2023-12-04
opolskie,-,-,108,-,-,1.1,0,0,0,56,0,0,174,109,64,1,t16,2023-12-04
podkarpackie,-,-,233,-,-,1.1,0,0,0,223,0,0,410,237,173,0,t18,2023-12-04
podlaskie,-,-,178,-,-,1.51,0,0,0,171,0,0,313,185,128,0,t20,2023-12-04
pomorskie,-,-,187,-,-,0.8,0,0,0,152,0,0,298,190,108,0,t22,2023-12-04
śląskie,-,-,419,-,-,0.93,0,0,0,457,0,0,737,425,312,0,t24,2023-12-04
świętokrzyskie,-,-,136,-,-,1.11,0,0,0,127,0,0,190,140,50,0,t26,2023-12-04
warmińsko-mazurskie,-,-,166,-,-,1.17,0,0,0,154,0,0,294,167,127,0,t28,2023-12-04
wielkopolskie,-,-,387,-,-,1.11,1,0,1,313,0,0,550,393,157,0,t30,2023-12-04
zachodniopomorskie,-,-,221,-,-,1.31,0,0,0,206,0,0,395,222,173,0,t32,2023-12-04
