wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,3048,-,-,0.79,29,5,24,2897,0,0,10603,3277,7293,33,t00,2023-03-21
dolnośląskie,-,-,144,-,-,0.5,1,1,0,104,0,0,536,154,381,1,t02,2023-03-21
kujawsko-pomorskie,-,-,216,-,-,1.04,3,1,2,279,0,0,723,228,491,4,t04,2023-03-21
lubelskie,-,-,200,-,-,0.95,0,0,0,160,0,0,843,208,633,2,t06,2023-03-21
lubuskie,-,-,51,-,-,0.5,0,0,0,59,0,0,192,56,135,1,t08,2023-03-21
łódzkie,-,-,171,-,-,0.7,4,0,4,204,0,0,641,188,451,2,t10,2023-03-21
małopolskie,-,-,198,-,-,0.58,1,0,1,238,0,0,649,205,441,3,t12,2023-03-21
mazowieckie,-,-,557,-,-,1.03,4,0,4,388,0,0,1732,591,1137,4,t14,2023-03-21
opolskie,-,-,64,-,-,0.65,0,0,0,39,0,0,307,71,236,0,t16,2023-03-21
podkarpackie,-,-,120,-,-,0.56,0,0,0,184,0,0,510,132,378,0,t18,2023-03-21
podlaskie,-,-,123,-,-,1.05,3,0,3,161,0,0,451,132,319,0,t20,2023-03-21
pomorskie,-,-,147,-,-,0.63,0,0,0,171,0,0,583,157,425,1,t22,2023-03-21
śląskie,-,-,284,-,-,0.63,1,1,0,313,0,0,994,312,678,4,t24,2023-03-21
świętokrzyskie,-,-,107,-,-,0.87,1,0,1,67,0,0,294,120,173,1,t26,2023-03-21
warmińsko-mazurskie,-,-,137,-,-,0.96,4,1,3,138,0,0,481,147,334,0,t28,2023-03-21
wielkopolskie,-,-,267,-,-,0.76,6,1,5,171,0,0,657,291,365,1,t30,2023-03-21
zachodniopomorskie,-,-,217,-,-,1.28,1,0,1,220,0,0,660,228,430,2,t32,2023-03-21
