wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,629,-,-,0.16,1,0,1,530,0,0,1397,642,755,0,t00,2024-08-07
dolnośląskie,-,-,27,-,-,0.09,0,0,0,23,0,0,55,27,28,0,t02,2024-08-07
kujawsko-pomorskie,-,-,64,-,-,0.31,1,0,1,42,0,0,91,65,26,0,t04,2024-08-07
lubelskie,-,-,59,-,-,0.28,0,0,0,55,0,0,92,59,33,0,t06,2024-08-07
lubuskie,-,-,13,-,-,0.13,0,0,0,9,0,0,16,13,3,0,t08,2024-08-07
łódzkie,-,-,29,-,-,0.12,0,0,0,31,0,0,42,29,13,0,t10,2024-08-07
małopolskie,-,-,36,-,-,0.11,0,0,0,38,0,0,83,38,45,0,t12,2024-08-07
mazowieckie,-,-,120,-,-,0.22,0,0,0,82,0,0,455,122,333,0,t14,2024-08-07
opolskie,-,-,10,-,-,0.1,0,0,0,5,0,0,29,10,19,0,t16,2024-08-07
podkarpackie,-,-,35,-,-,0.16,0,0,0,31,0,0,59,35,24,0,t18,2024-08-07
podlaskie,-,-,41,-,-,0.35,0,0,0,40,0,0,66,41,25,0,t20,2024-08-07
pomorskie,-,-,43,-,-,0.18,0,0,0,35,0,0,103,44,59,0,t22,2024-08-07
śląskie,-,-,38,-,-,0.08,0,0,0,43,0,0,72,38,34,0,t24,2024-08-07
świętokrzyskie,-,-,16,-,-,0.13,0,0,0,20,0,0,27,19,8,0,t26,2024-08-07
warmińsko-mazurskie,-,-,24,-,-,0.17,0,0,0,24,0,0,46,25,21,0,t28,2024-08-07
wielkopolskie,-,-,34,-,-,0.1,0,0,0,21,0,0,53,35,18,0,t30,2024-08-07
zachodniopomorskie,-,-,36,-,-,0.21,0,0,0,31,0,0,74,38,36,0,t32,2024-08-07
