wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,600,-,-,0.16,1,0,1,755,0,0,1886,612,1271,3,t00,2023-10-16
dolnośląskie,-,-,37,-,-,0.13,0,0,0,48,0,0,103,38,65,0,t02,2023-10-16
kujawsko-pomorskie,-,-,24,-,-,0.12,0,0,0,41,0,0,117,24,92,1,t04,2023-10-16
lubelskie,-,-,48,-,-,0.23,0,0,0,70,0,0,123,49,74,0,t06,2023-10-16
lubuskie,-,-,8,-,-,0.08,0,0,0,13,0,0,33,9,24,0,t08,2023-10-16
łódzkie,-,-,27,-,-,0.11,0,0,0,29,0,0,50,27,23,0,t10,2023-10-16
małopolskie,-,-,42,-,-,0.12,0,0,0,87,0,0,118,43,75,0,t12,2023-10-16
mazowieckie,-,-,118,-,-,0.22,0,0,0,115,0,0,550,121,427,2,t14,2023-10-16
opolskie,-,-,16,-,-,0.16,1,0,1,14,0,0,53,16,37,0,t16,2023-10-16
podkarpackie,-,-,22,-,-,0.1,0,0,0,40,0,0,69,22,47,0,t18,2023-10-16
podlaskie,-,-,52,-,-,0.44,0,0,0,55,0,0,93,53,40,0,t20,2023-10-16
pomorskie,-,-,24,-,-,0.1,0,0,0,31,0,0,99,26,73,0,t22,2023-10-16
śląskie,-,-,63,-,-,0.14,0,0,0,90,0,0,153,64,89,0,t24,2023-10-16
świętokrzyskie,-,-,14,-,-,0.11,0,0,0,5,0,0,19,14,5,0,t26,2023-10-16
warmińsko-mazurskie,-,-,14,-,-,0.1,0,0,0,26,0,0,47,14,33,0,t28,2023-10-16
wielkopolskie,-,-,45,-,-,0.13,0,0,0,56,0,0,90,45,45,0,t30,2023-10-16
zachodniopomorskie,-,-,40,-,-,0.24,0,0,0,33,0,0,107,40,67,0,t32,2023-10-16
