wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,351,-,-,0.09,9,3,6,647,0,0,4636,406,4222,8,t00,2023-04-25
dolnośląskie,-,-,16,-,-,0.06,1,1,0,30,0,0,181,18,163,0,t02,2023-04-25
kujawsko-pomorskie,-,-,19,-,-,0.09,0,0,0,44,0,0,228,20,208,0,t04,2023-04-25
lubelskie,-,-,40,-,-,0.19,1,0,1,50,0,0,467,41,426,0,t06,2023-04-25
lubuskie,-,-,9,-,-,0.09,1,0,1,13,0,0,76,10,66,0,t08,2023-04-25
łódzkie,-,-,16,-,-,0.07,0,0,0,55,0,0,175,18,156,1,t10,2023-04-25
małopolskie,-,-,30,-,-,0.09,0,0,0,76,0,0,326,32,294,0,t12,2023-04-25
mazowieckie,-,-,51,-,-,0.09,0,0,0,62,0,0,848,52,796,0,t14,2023-04-25
opolskie,-,-,6,-,-,0.06,0,0,0,3,0,0,205,8,196,1,t16,2023-04-25
podkarpackie,-,-,14,-,-,0.07,0,0,0,48,0,0,255,17,238,0,t18,2023-04-25
podlaskie,-,-,16,-,-,0.14,0,0,0,38,0,0,173,22,151,0,t20,2023-04-25
pomorskie,-,-,20,-,-,0.09,0,0,0,32,0,0,189,29,160,0,t22,2023-04-25
śląskie,-,-,37,-,-,0.08,2,1,1,77,0,0,397,46,351,0,t24,2023-04-25
świętokrzyskie,-,-,11,-,-,0.09,0,0,0,9,0,0,110,14,96,0,t26,2023-04-25
warmińsko-mazurskie,-,-,17,-,-,0.12,1,0,1,28,0,0,227,18,209,0,t28,2023-04-25
wielkopolskie,-,-,14,-,-,0.04,3,1,2,27,0,0,169,20,145,4,t30,2023-04-25
zachodniopomorskie,-,-,24,-,-,0.14,0,0,0,54,0,0,253,25,228,0,t32,2023-04-25
