wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,2306,-,-,0.6,28,10,18,2477,0,0,5678,2418,3244,16,t00,2023-12-22
dolnośląskie,-,-,116,-,-,0.4,3,2,1,87,0,0,238,121,117,0,t02,2023-12-22
kujawsko-pomorskie,-,-,152,-,-,0.73,4,1,3,195,0,0,416,157,256,3,t04,2023-12-22
lubelskie,-,-,217,-,-,1.03,1,0,1,270,0,0,497,237,260,0,t06,2023-12-22
lubuskie,-,-,69,-,-,0.68,3,2,1,48,0,0,167,70,97,0,t08,2023-12-22
łódzkie,-,-,118,-,-,0.48,3,3,0,131,0,0,259,124,135,0,t10,2023-12-22
małopolskie,-,-,179,-,-,0.52,1,0,1,222,0,0,405,186,218,1,t12,2023-12-22
mazowieckie,-,-,358,-,-,0.66,7,1,6,335,0,0,1017,372,644,1,t14,2023-12-22
opolskie,-,-,51,-,-,0.52,1,0,1,40,0,0,135,51,83,1,t16,2023-12-22
podkarpackie,-,-,126,-,-,0.59,0,0,0,153,0,0,293,132,160,1,t18,2023-12-22
podlaskie,-,-,80,-,-,0.68,1,0,1,105,0,0,192,81,110,1,t20,2023-12-22
pomorskie,-,-,80,-,-,0.34,0,0,0,78,0,0,195,80,114,1,t22,2023-12-22
śląskie,-,-,319,-,-,0.71,0,0,0,358,0,0,710,348,356,6,t24,2023-12-22
świętokrzyskie,-,-,65,-,-,0.53,0,0,0,65,0,0,98,69,29,0,t26,2023-12-22
warmińsko-mazurskie,-,-,83,-,-,0.58,1,1,0,97,0,0,240,87,153,0,t28,2023-12-22
wielkopolskie,-,-,146,-,-,0.42,1,0,1,139,0,0,272,147,125,0,t30,2023-12-22
zachodniopomorskie,-,-,125,-,-,0.74,2,0,2,149,0,0,412,129,282,1,t32,2023-12-22
