wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,342,-,-,0.09,6,0,6,602,0,0,4698,393,4296,9,t00,2023-04-26
dolnośląskie,-,-,22,-,-,0.08,0,0,0,17,0,0,160,23,137,0,t02,2023-04-26
kujawsko-pomorskie,-,-,10,-,-,0.05,1,0,1,43,0,0,251,10,240,1,t04,2023-04-26
lubelskie,-,-,34,-,-,0.16,0,0,0,41,0,0,543,39,504,0,t06,2023-04-26
lubuskie,-,-,15,-,-,0.15,0,0,0,23,0,0,105,16,89,0,t08,2023-04-26
łódzkie,-,-,18,-,-,0.07,1,0,1,38,0,0,193,25,168,0,t10,2023-04-26
małopolskie,-,-,21,-,-,0.06,0,0,0,57,0,0,288,25,262,1,t12,2023-04-26
mazowieckie,-,-,58,-,-,0.11,0,0,0,69,0,0,764,62,702,0,t14,2023-04-26
opolskie,-,-,7,-,-,0.07,0,0,0,5,0,0,196,9,187,0,t16,2023-04-26
podkarpackie,-,-,14,-,-,0.07,0,0,0,34,0,0,222,23,199,0,t18,2023-04-26
podlaskie,-,-,20,-,-,0.17,0,0,0,48,0,0,158,22,136,0,t20,2023-04-26
pomorskie,-,-,12,-,-,0.05,1,0,1,29,0,0,242,13,229,0,t22,2023-04-26
śląskie,-,-,24,-,-,0.05,0,0,0,80,0,0,433,30,400,3,t24,2023-04-26
świętokrzyskie,-,-,14,-,-,0.11,0,0,0,15,0,0,103,14,89,0,t26,2023-04-26
warmińsko-mazurskie,-,-,15,-,-,0.11,0,0,0,29,0,0,299,19,280,0,t28,2023-04-26
wielkopolskie,-,-,18,-,-,0.05,2,0,2,16,0,0,187,18,167,2,t30,2023-04-26
zachodniopomorskie,-,-,35,-,-,0.21,1,0,1,57,0,0,289,36,253,0,t32,2023-04-26
