wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,2354,-,-,0.61,5,3,2,2160,0,0,4681,2424,2251,6,t00,2023-12-01
dolnośląskie,-,-,114,-,-,0.39,0,0,0,88,0,0,200,114,86,0,t02,2023-12-01
kujawsko-pomorskie,-,-,207,-,-,1.0,0,0,0,176,0,0,366,210,156,0,t04,2023-12-01
lubelskie,-,-,203,-,-,0.97,1,0,1,233,0,0,375,208,167,0,t06,2023-12-01
lubuskie,-,-,74,-,-,0.73,0,0,0,52,0,0,126,76,50,0,t08,2023-12-01
łódzkie,-,-,123,-,-,0.5,0,0,0,132,0,0,213,123,90,0,t10,2023-12-01
małopolskie,-,-,176,-,-,0.52,0,0,0,192,0,0,348,180,166,2,t12,2023-12-01
mazowieckie,-,-,317,-,-,0.58,2,2,0,232,0,0,894,327,566,1,t14,2023-12-01
opolskie,-,-,45,-,-,0.46,0,0,0,25,0,0,91,45,46,0,t16,2023-12-01
podkarpackie,-,-,135,-,-,0.64,0,0,0,145,0,0,266,141,124,1,t18,2023-12-01
podlaskie,-,-,118,-,-,1.0,0,0,0,100,0,0,210,125,85,0,t20,2023-12-01
pomorskie,-,-,99,-,-,0.42,0,0,0,84,0,0,195,102,93,0,t22,2023-12-01
śląskie,-,-,195,-,-,0.43,1,0,1,258,0,0,451,207,243,1,t24,2023-12-01
świętokrzyskie,-,-,76,-,-,0.62,0,0,0,67,0,0,106,77,29,0,t26,2023-12-01
warmińsko-mazurskie,-,-,105,-,-,0.74,0,0,0,87,0,0,167,109,57,1,t28,2023-12-01
wielkopolskie,-,-,236,-,-,0.67,1,1,0,153,0,0,323,242,81,0,t30,2023-12-01
zachodniopomorskie,-,-,120,-,-,0.71,0,0,0,135,0,0,273,124,149,0,t32,2023-12-01
