wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,540,-,-,0.14,8,3,5,698,0,0,4235,585,3636,14,t00,2023-01-26
dolnośląskie,-,-,34,-,-,0.12,0,0,0,33,0,0,237,35,200,2,t02,2023-01-26
kujawsko-pomorskie,-,-,64,-,-,0.31,1,1,0,53,0,0,277,65,207,5,t04,2023-01-26
lubelskie,-,-,31,-,-,0.15,1,0,1,42,0,0,343,35,308,0,t06,2023-01-26
lubuskie,-,-,22,-,-,0.22,1,1,0,16,0,0,120,23,97,0,t08,2023-01-26
łódzkie,-,-,15,-,-,0.06,0,0,0,31,0,0,165,16,149,0,t10,2023-01-26
małopolskie,-,-,46,-,-,0.13,3,1,2,99,0,0,292,48,244,0,t12,2023-01-26
mazowieckie,-,-,106,-,-,0.2,0,0,0,133,0,0,736,115,619,2,t14,2023-01-26
opolskie,-,-,20,-,-,0.2,0,0,0,21,0,0,188,23,165,0,t16,2023-01-26
podkarpackie,-,-,7,-,-,0.03,0,0,0,6,0,0,172,10,162,0,t18,2023-01-26
podlaskie,-,-,20,-,-,0.17,0,0,0,18,0,0,128,21,107,0,t20,2023-01-26
pomorskie,-,-,10,-,-,0.04,0,0,0,20,0,0,95,10,85,0,t22,2023-01-26
śląskie,-,-,73,-,-,0.16,1,0,1,94,0,0,423,76,346,1,t24,2023-01-26
świętokrzyskie,-,-,20,-,-,0.16,1,0,1,33,0,0,155,21,134,0,t26,2023-01-26
warmińsko-mazurskie,-,-,12,-,-,0.08,0,0,0,14,0,0,197,13,183,1,t28,2023-01-26
wielkopolskie,-,-,27,-,-,0.08,0,0,0,26,0,0,198,29,168,1,t30,2023-01-26
zachodniopomorskie,-,-,23,-,-,0.14,0,0,0,58,0,0,186,25,160,1,t32,2023-01-26
