wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,11,-,-,0.0,0,0,0,0,0,0,404,12,392,0,t00,2023-09-16
dolnośląskie,-,-,0,-,-,0.0,0,0,0,0,0,0,0,0,0,0,t02,2023-09-16
kujawsko-pomorskie,-,-,0,-,-,0.0,0,0,0,0,0,0,0,0,0,0,t04,2023-09-16
lubelskie,-,-,0,-,-,0.0,0,0,0,0,0,0,3,0,3,0,t06,2023-09-16
lubuskie,-,-,0,-,-,0.0,0,0,0,0,0,0,0,0,0,0,t08,2023-09-16
łódzkie,-,-,0,-,-,0.0,0,0,0,0,0,0,1,0,1,0,t10,2023-09-16
małopolskie,-,-,0,-,-,0.0,0,0,0,0,0,0,3,0,3,0,t12,2023-09-16
mazowieckie,-,-,3,-,-,0.01,0,0,0,0,0,0,303,3,300,0,t14,2023-09-16
opolskie,-,-,0,-,-,0.0,0,0,0,0,0,0,0,0,0,0,t16,2023-09-16
podkarpackie,-,-,1,-,-,0.0,0,0,0,0,0,0,2,1,1,0,t18,2023-09-16
podlaskie,-,-,0,-,-,0.0,0,0,0,0,0,0,1,0,1,0,t20,2023-09-16
pomorskie,-,-,2,-,-,0.01,0,0,0,0,0,0,30,2,28,0,t22,2023-09-16
śląskie,-,-,0,-,-,0.0,0,0,0,0,0,0,3,0,3,0,t24,2023-09-16
świętokrzyskie,-,-,0,-,-,0.0,0,0,0,0,0,0,1,0,1,0,t26,2023-09-16
warmińsko-mazurskie,-,-,0,-,-,0.0,0,0,0,0,0,0,1,0,1,0,t28,2023-09-16
wielkopolskie,-,-,0,-,-,0.0,0,0,0,0,0,0,3,0,3,0,t30,2023-09-16
zachodniopomorskie,-,-,1,-,-,0.01,0,0,0,0,0,0,1,1,0,0,t32,2023-09-16
