wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,70,-,-,0.02,1,0,1,728,0,0,2149,75,2072,2,t00,2024-03-18
dolnośląskie,-,-,1,-,-,0.0,0,0,0,35,0,0,90,1,89,0,t02,2024-03-18
kujawsko-pomorskie,-,-,9,-,-,0.04,0,0,0,52,0,0,205,9,196,0,t04,2024-03-18
lubelskie,-,-,10,-,-,0.05,0,0,0,84,0,0,150,10,140,0,t06,2024-03-18
lubuskie,-,-,0,-,-,0.0,0,0,0,6,0,0,20,0,20,0,t08,2024-03-18
łódzkie,-,-,3,-,-,0.01,0,0,0,41,0,0,76,3,73,0,t10,2024-03-18
małopolskie,-,-,5,-,-,0.01,0,0,0,76,0,0,119,5,113,1,t12,2024-03-18
mazowieckie,-,-,16,-,-,0.03,1,0,1,103,0,0,533,16,517,0,t14,2024-03-18
opolskie,-,-,0,-,-,0.0,0,0,0,2,0,0,30,0,30,0,t16,2024-03-18
podkarpackie,-,-,0,-,-,0.0,0,0,0,65,0,0,97,0,97,0,t18,2024-03-18
podlaskie,-,-,3,-,-,0.03,0,0,0,33,0,0,76,4,72,0,t20,2024-03-18
pomorskie,-,-,3,-,-,0.01,0,0,0,43,0,0,143,5,138,0,t22,2024-03-18
śląskie,-,-,6,-,-,0.01,0,0,0,87,0,0,196,6,190,0,t24,2024-03-18
świętokrzyskie,-,-,3,-,-,0.02,0,0,0,15,0,0,22,3,19,0,t26,2024-03-18
warmińsko-mazurskie,-,-,3,-,-,0.02,0,0,0,36,0,0,80,3,76,1,t28,2024-03-18
wielkopolskie,-,-,3,-,-,0.01,0,0,0,16,0,0,102,3,99,0,t30,2024-03-18
zachodniopomorskie,-,-,3,-,-,0.02,0,0,0,31,0,0,98,3,95,0,t32,2024-03-18
