wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,3772,-,-,0.98,16,7,9,3263,0,0,10469,4016,6438,15,t00,2023-02-27
dolnośląskie,-,-,173,-,-,0.6,1,1,0,97,0,0,559,189,370,0,t02,2023-02-27
kujawsko-pomorskie,-,-,311,-,-,1.5,4,0,4,294,0,0,744,323,417,4,t04,2023-02-27
lubelskie,-,-,343,-,-,1.63,0,0,0,249,0,0,1038,358,678,2,t06,2023-02-27
lubuskie,-,-,79,-,-,0.78,0,0,0,95,0,0,220,83,136,1,t08,2023-02-27
łódzkie,-,-,259,-,-,1.06,0,0,0,301,0,0,713,274,438,1,t10,2023-02-27
małopolskie,-,-,344,-,-,1.01,0,0,0,392,0,0,766,354,412,0,t12,2023-02-27
mazowieckie,-,-,426,-,-,0.78,0,0,0,266,0,0,1250,452,798,0,t14,2023-02-27
opolskie,-,-,76,-,-,0.77,2,0,2,41,0,0,387,88,299,0,t16,2023-02-27
podkarpackie,-,-,177,-,-,0.83,1,0,1,151,0,0,471,187,284,0,t18,2023-02-27
podlaskie,-,-,124,-,-,1.05,0,0,0,135,0,0,380,132,247,1,t20,2023-02-27
pomorskie,-,-,182,-,-,0.78,0,0,0,188,0,0,524,188,335,1,t22,2023-02-27
śląskie,-,-,621,-,-,1.38,6,5,1,541,0,0,1434,662,772,0,t24,2023-02-27
świętokrzyskie,-,-,92,-,-,0.75,0,0,0,73,0,0,230,97,133,0,t26,2023-02-27
warmińsko-mazurskie,-,-,184,-,-,1.3,2,1,1,175,0,0,551,207,343,1,t28,2023-02-27
wielkopolskie,-,-,248,-,-,0.71,0,0,0,160,0,0,487,268,217,2,t30,2023-02-27
zachodniopomorskie,-,-,75,-,-,0.44,0,0,0,103,0,0,303,77,225,1,t32,2023-02-27
