wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,248,-,-,0.06,5,0,5,1174,0,0,3420,273,3143,4,t00,2024-02-09
dolnośląskie,-,-,20,-,-,0.07,1,0,1,41,0,0,204,21,183,0,t02,2024-02-09
kujawsko-pomorskie,-,-,12,-,-,0.06,0,0,0,76,0,0,214,13,201,0,t04,2024-02-09
lubelskie,-,-,28,-,-,0.13,0,0,0,74,0,0,177,33,144,0,t06,2024-02-09
lubuskie,-,-,4,-,-,0.04,0,0,0,20,0,0,101,5,96,0,t08,2024-02-09
łódzkie,-,-,12,-,-,0.05,0,0,0,78,0,0,161,14,147,0,t10,2024-02-09
małopolskie,-,-,14,-,-,0.04,3,0,3,164,0,0,297,14,283,0,t12,2024-02-09
mazowieckie,-,-,40,-,-,0.07,0,0,0,134,0,0,620,41,579,0,t14,2024-02-09
opolskie,-,-,2,-,-,0.02,0,0,0,8,0,0,69,2,67,0,t16,2024-02-09
podkarpackie,-,-,20,-,-,0.09,0,0,0,116,0,0,204,23,181,0,t18,2024-02-09
podlaskie,-,-,12,-,-,0.1,0,0,0,57,0,0,134,13,121,0,t20,2024-02-09
pomorskie,-,-,6,-,-,0.03,0,0,0,71,0,0,199,6,193,0,t22,2024-02-09
śląskie,-,-,25,-,-,0.06,0,0,0,147,0,0,357,33,321,3,t24,2024-02-09
świętokrzyskie,-,-,5,-,-,0.04,0,0,0,23,0,0,56,5,51,0,t26,2024-02-09
warmińsko-mazurskie,-,-,7,-,-,0.05,0,0,0,54,0,0,143,7,136,0,t28,2024-02-09
wielkopolskie,-,-,21,-,-,0.06,0,0,0,38,0,0,165,22,143,0,t30,2024-02-09
zachodniopomorskie,-,-,18,-,-,0.11,1,0,1,72,0,0,181,18,163,0,t32,2024-02-09
