wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,3414,-,-,0.89,10,7,3,2915,0,0,6814,3574,3220,20,t00,2023-12-05
dolnośląskie,-,-,178,-,-,0.61,0,0,0,99,0,0,302,181,121,0,t02,2023-12-05
kujawsko-pomorskie,-,-,320,-,-,1.55,0,0,0,228,0,0,581,332,243,6,t04,2023-12-05
lubelskie,-,-,310,-,-,1.47,1,0,1,288,0,0,676,333,342,1,t06,2023-12-05
lubuskie,-,-,97,-,-,0.96,1,1,0,67,0,0,185,99,84,2,t08,2023-12-05
łódzkie,-,-,161,-,-,0.66,1,1,0,160,0,0,321,162,155,4,t10,2023-12-05
małopolskie,-,-,244,-,-,0.71,0,0,0,249,0,0,515,247,268,0,t12,2023-12-05
mazowieckie,-,-,524,-,-,0.97,1,1,0,381,0,0,1196,546,646,4,t14,2023-12-05
opolskie,-,-,90,-,-,0.92,0,0,0,52,0,0,153,91,62,0,t16,2023-12-05
podkarpackie,-,-,155,-,-,0.73,0,0,0,156,0,0,301,170,131,0,t18,2023-12-05
podlaskie,-,-,135,-,-,1.15,0,0,0,128,0,0,245,140,104,1,t20,2023-12-05
pomorskie,-,-,143,-,-,0.61,2,0,2,124,0,0,236,145,91,0,t22,2023-12-05
śląskie,-,-,315,-,-,0.7,3,3,0,353,0,0,657,324,333,0,t24,2023-12-05
świętokrzyskie,-,-,80,-,-,0.65,0,0,0,71,0,0,115,80,35,0,t26,2023-12-05
warmińsko-mazurskie,-,-,137,-,-,0.96,0,0,0,149,0,0,284,152,131,1,t28,2023-12-05
wielkopolskie,-,-,289,-,-,0.83,1,1,0,181,0,0,431,321,109,1,t30,2023-12-05
zachodniopomorskie,-,-,206,-,-,1.22,0,0,0,226,0,0,423,213,210,0,t32,2023-12-05
