wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1966,-,-,0.51,4,1,3,1679,0,0,3610,2032,1575,3,t00,2024-08-26
dolnośląskie,-,-,101,-,-,0.35,0,0,0,82,0,0,188,102,86,0,t02,2024-08-26
kujawsko-pomorskie,-,-,186,-,-,0.9,1,0,1,148,0,0,316,192,123,1,t04,2024-08-26
lubelskie,-,-,202,-,-,0.96,0,0,0,204,0,0,299,208,91,0,t06,2024-08-26
lubuskie,-,-,25,-,-,0.25,0,0,0,14,0,0,50,25,25,0,t08,2024-08-26
łódzkie,-,-,90,-,-,0.37,0,0,0,74,0,0,134,90,44,0,t10,2024-08-26
małopolskie,-,-,97,-,-,0.28,1,1,0,116,0,0,202,99,103,0,t12,2024-08-26
mazowieckie,-,-,391,-,-,0.72,0,0,0,294,0,0,827,401,426,0,t14,2024-08-26
opolskie,-,-,25,-,-,0.25,1,0,1,12,0,0,63,25,38,0,t16,2024-08-26
podkarpackie,-,-,112,-,-,0.53,0,0,0,103,0,0,181,112,69,0,t18,2024-08-26
podlaskie,-,-,110,-,-,0.93,0,0,0,107,0,0,170,112,58,0,t20,2024-08-26
pomorskie,-,-,93,-,-,0.4,0,0,0,98,0,0,164,97,67,0,t22,2024-08-26
śląskie,-,-,118,-,-,0.26,0,0,0,123,0,0,229,120,109,0,t24,2024-08-26
świętokrzyskie,-,-,75,-,-,0.61,0,0,0,58,0,0,97,76,21,0,t26,2024-08-26
warmińsko-mazurskie,-,-,84,-,-,0.59,0,0,0,59,0,0,205,108,96,1,t28,2024-08-26
wielkopolskie,-,-,175,-,-,0.5,0,0,0,121,0,0,244,178,65,1,t30,2024-08-26
zachodniopomorskie,-,-,72,-,-,0.43,1,0,1,62,0,0,146,74,72,0,t32,2024-08-26
