wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,222,-,-,0.06,0,0,0,611,0,0,1844,231,1612,1,t00,2024-11-26
dolnośląskie,-,-,9,-,-,0.03,0,0,0,18,0,0,70,9,61,0,t02,2024-11-26
kujawsko-pomorskie,-,-,14,-,-,0.07,0,0,0,47,0,0,136,14,122,0,t04,2024-11-26
lubelskie,-,-,24,-,-,0.11,0,0,0,46,0,0,110,26,84,0,t06,2024-11-26
lubuskie,-,-,4,-,-,0.04,0,0,0,16,0,0,36,4,32,0,t08,2024-11-26
łódzkie,-,-,8,-,-,0.03,0,0,0,26,0,0,62,8,54,0,t10,2024-11-26
małopolskie,-,-,20,-,-,0.06,0,0,0,77,0,0,148,20,128,0,t12,2024-11-26
mazowieckie,-,-,42,-,-,0.08,0,0,0,46,0,0,419,42,377,0,t14,2024-11-26
opolskie,-,-,0,-,-,0.0,0,0,0,3,0,0,34,0,34,0,t16,2024-11-26
podkarpackie,-,-,20,-,-,0.09,0,0,0,102,0,0,188,21,166,1,t18,2024-11-26
podlaskie,-,-,12,-,-,0.1,0,0,0,50,0,0,80,12,68,0,t20,2024-11-26
pomorskie,-,-,10,-,-,0.04,0,0,0,21,0,0,93,11,82,0,t22,2024-11-26
śląskie,-,-,24,-,-,0.05,0,0,0,68,0,0,151,26,125,0,t24,2024-11-26
świętokrzyskie,-,-,6,-,-,0.05,0,0,0,7,0,0,20,6,14,0,t26,2024-11-26
warmińsko-mazurskie,-,-,0,-,-,0.0,0,0,0,22,0,0,46,1,45,0,t28,2024-11-26
wielkopolskie,-,-,11,-,-,0.03,0,0,0,20,0,0,83,12,71,0,t30,2024-11-26
zachodniopomorskie,-,-,14,-,-,0.08,0,0,0,41,0,0,93,14,79,0,t32,2024-11-26
