wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,914,-,-,0.24,14,6,8,1097,0,0,5707,976,4708,23,t00,2023-04-13
dolnośląskie,-,-,61,-,-,0.21,0,0,0,62,0,0,266,67,196,3,t02,2023-04-13
kujawsko-pomorskie,-,-,43,-,-,0.21,1,0,1,62,0,0,309,44,265,0,t04,2023-04-13
lubelskie,-,-,86,-,-,0.41,0,0,0,86,0,0,485,94,389,2,t06,2023-04-13
lubuskie,-,-,18,-,-,0.18,0,0,0,20,0,0,126,21,105,0,t08,2023-04-13
łódzkie,-,-,45,-,-,0.18,0,0,0,78,0,0,252,46,206,0,t10,2023-04-13
małopolskie,-,-,77,-,-,0.23,2,1,1,99,0,0,365,81,282,2,t12,2023-04-13
mazowieckie,-,-,140,-,-,0.26,5,3,2,136,0,0,787,145,642,0,t14,2023-04-13
opolskie,-,-,21,-,-,0.21,0,0,0,14,0,0,210,21,189,0,t16,2023-04-13
podkarpackie,-,-,63,-,-,0.3,0,0,0,95,0,0,424,65,359,0,t18,2023-04-13
podlaskie,-,-,59,-,-,0.5,0,0,0,72,0,0,212,60,152,0,t20,2023-04-13
pomorskie,-,-,42,-,-,0.18,1,0,1,58,0,0,321,50,267,4,t22,2023-04-13
śląskie,-,-,49,-,-,0.11,0,0,0,87,0,0,535,49,481,5,t24,2023-04-13
świętokrzyskie,-,-,22,-,-,0.18,1,0,1,15,0,0,132,26,106,0,t26,2023-04-13
warmińsko-mazurskie,-,-,61,-,-,0.43,1,0,1,61,0,0,319,69,248,2,t28,2023-04-13
wielkopolskie,-,-,44,-,-,0.13,3,2,1,54,0,0,225,46,177,2,t30,2023-04-13
zachodniopomorskie,-,-,75,-,-,0.44,0,0,0,97,0,0,381,79,301,1,t32,2023-04-13
