wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,2217,-,-,0.58,27,17,10,2332,0,0,5569,2287,3277,5,t00,2023-12-29
dolnośląskie,-,-,108,-,-,0.37,1,1,0,79,0,0,241,112,129,0,t02,2023-12-29
kujawsko-pomorskie,-,-,133,-,-,0.64,1,0,1,159,0,0,369,135,234,0,t04,2023-12-29
lubelskie,-,-,251,-,-,1.19,0,0,0,297,0,0,489,258,231,0,t06,2023-12-29
lubuskie,-,-,50,-,-,0.49,2,1,1,59,0,0,139,50,88,1,t08,2023-12-29
łódzkie,-,-,110,-,-,0.45,3,3,0,125,0,0,287,114,173,0,t10,2023-12-29
małopolskie,-,-,231,-,-,0.68,7,5,2,248,0,0,511,236,275,0,t12,2023-12-29
mazowieckie,-,-,313,-,-,0.58,4,1,3,282,0,0,934,321,612,1,t14,2023-12-29
opolskie,-,-,45,-,-,0.46,0,0,0,28,0,0,110,45,64,1,t16,2023-12-29
podkarpackie,-,-,199,-,-,0.94,2,0,2,194,0,0,402,212,190,0,t18,2023-12-29
podlaskie,-,-,74,-,-,0.63,0,0,0,81,0,0,291,76,215,0,t20,2023-12-29
pomorskie,-,-,70,-,-,0.3,0,0,0,87,0,0,216,71,145,0,t22,2023-12-29
śląskie,-,-,230,-,-,0.51,1,1,0,294,0,0,587,239,347,1,t24,2023-12-29
świętokrzyskie,-,-,62,-,-,0.5,0,0,0,70,0,0,117,62,55,0,t26,2023-12-29
warmińsko-mazurskie,-,-,60,-,-,0.42,4,4,0,94,0,0,178,61,117,0,t28,2023-12-29
wielkopolskie,-,-,159,-,-,0.45,2,1,1,115,0,0,311,161,150,0,t30,2023-12-29
zachodniopomorskie,-,-,103,-,-,0.61,0,0,0,114,0,0,275,107,167,1,t32,2023-12-29
