wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,274,-,-,0.07,2,0,2,610,0,0,1899,297,1602,0,t00,2024-11-06
dolnośląskie,-,-,13,-,-,0.04,0,0,0,14,0,0,93,13,80,0,t02,2024-11-06
kujawsko-pomorskie,-,-,22,-,-,0.11,1,0,1,47,0,0,175,22,153,0,t04,2024-11-06
lubelskie,-,-,36,-,-,0.17,0,0,0,69,0,0,165,43,122,0,t06,2024-11-06
lubuskie,-,-,9,-,-,0.09,0,0,0,6,0,0,27,9,18,0,t08,2024-11-06
łódzkie,-,-,8,-,-,0.03,0,0,0,15,0,0,41,9,32,0,t10,2024-11-06
małopolskie,-,-,28,-,-,0.08,0,0,0,66,0,0,132,28,104,0,t12,2024-11-06
mazowieckie,-,-,41,-,-,0.08,1,0,1,71,0,0,449,46,403,0,t14,2024-11-06
opolskie,-,-,3,-,-,0.03,0,0,0,4,0,0,30,3,27,0,t16,2024-11-06
podkarpackie,-,-,19,-,-,0.09,0,0,0,53,0,0,94,20,74,0,t18,2024-11-06
podlaskie,-,-,9,-,-,0.08,0,0,0,51,0,0,101,10,91,0,t20,2024-11-06
pomorskie,-,-,7,-,-,0.03,0,0,0,23,0,0,77,8,69,0,t22,2024-11-06
śląskie,-,-,30,-,-,0.07,0,0,0,86,0,0,166,30,136,0,t24,2024-11-06
świętokrzyskie,-,-,8,-,-,0.07,0,0,0,12,0,0,33,9,24,0,t26,2024-11-06
warmińsko-mazurskie,-,-,13,-,-,0.09,0,0,0,22,0,0,68,13,55,0,t28,2024-11-06
wielkopolskie,-,-,13,-,-,0.04,0,0,0,33,0,0,93,18,75,0,t30,2024-11-06
zachodniopomorskie,-,-,11,-,-,0.06,0,0,0,37,0,0,83,12,71,0,t32,2024-11-06
