wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,116,-,-,0.03,0,0,0,2,0,0,1745,131,1611,3,t00,2023-04-09
dolnośląskie,-,-,8,-,-,0.03,0,0,0,0,0,0,54,8,46,0,t02,2023-04-09
kujawsko-pomorskie,-,-,6,-,-,0.03,0,0,0,0,0,0,49,7,42,0,t04,2023-04-09
lubelskie,-,-,6,-,-,0.03,0,0,0,0,0,0,194,6,188,0,t06,2023-04-09
lubuskie,-,-,6,-,-,0.06,0,0,0,0,0,0,33,6,27,0,t08,2023-04-09
łódzkie,-,-,11,-,-,0.04,0,0,0,1,0,0,110,12,98,0,t10,2023-04-09
małopolskie,-,-,6,-,-,0.02,0,0,0,0,0,0,81,6,75,0,t12,2023-04-09
mazowieckie,-,-,18,-,-,0.03,0,0,0,0,0,0,402,19,383,0,t14,2023-04-09
opolskie,-,-,2,-,-,0.02,0,0,0,0,0,0,68,3,65,0,t16,2023-04-09
podkarpackie,-,-,6,-,-,0.03,0,0,0,0,0,0,85,7,78,0,t18,2023-04-09
podlaskie,-,-,6,-,-,0.05,0,0,0,0,0,0,49,6,43,0,t20,2023-04-09
pomorskie,-,-,6,-,-,0.03,0,0,0,0,0,0,105,8,97,0,t22,2023-04-09
śląskie,-,-,8,-,-,0.02,0,0,0,0,0,0,180,9,170,1,t24,2023-04-09
świętokrzyskie,-,-,5,-,-,0.04,0,0,0,0,0,0,57,9,48,0,t26,2023-04-09
warmińsko-mazurskie,-,-,3,-,-,0.02,0,0,0,0,0,0,37,3,34,0,t28,2023-04-09
wielkopolskie,-,-,6,-,-,0.02,0,0,0,1,0,0,73,7,65,1,t30,2023-04-09
zachodniopomorskie,-,-,4,-,-,0.02,0,0,0,0,0,0,34,5,28,1,t32,2023-04-09
