wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,38,-,-,0.01,0,0,0,0,0,0,810,39,770,1,t00,2024-01-27
dolnośląskie,-,-,0,-,-,0.0,0,0,0,0,0,0,6,0,6,0,t02,2024-01-27
kujawsko-pomorskie,-,-,3,-,-,0.01,0,0,0,0,0,0,11,3,7,1,t04,2024-01-27
lubelskie,-,-,3,-,-,0.01,0,0,0,0,0,0,19,3,16,0,t06,2024-01-27
lubuskie,-,-,0,-,-,0.0,0,0,0,0,0,0,15,0,15,0,t08,2024-01-27
łódzkie,-,-,1,-,-,0.0,0,0,0,0,0,0,10,1,9,0,t10,2024-01-27
małopolskie,-,-,0,-,-,0.0,0,0,0,0,0,0,36,0,36,0,t12,2024-01-27
mazowieckie,-,-,5,-,-,0.01,0,0,0,0,0,0,326,5,321,0,t14,2024-01-27
opolskie,-,-,0,-,-,0.0,0,0,0,0,0,0,7,0,7,0,t16,2024-01-27
podkarpackie,-,-,6,-,-,0.03,0,0,0,0,0,0,14,7,7,0,t18,2024-01-27
podlaskie,-,-,4,-,-,0.03,0,0,0,0,0,0,54,4,50,0,t20,2024-01-27
pomorskie,-,-,2,-,-,0.01,0,0,0,0,0,0,31,2,29,0,t22,2024-01-27
śląskie,-,-,4,-,-,0.01,0,0,0,0,0,0,121,4,117,0,t24,2024-01-27
świętokrzyskie,-,-,2,-,-,0.02,0,0,0,0,0,0,21,2,19,0,t26,2024-01-27
warmińsko-mazurskie,-,-,0,-,-,0.0,0,0,0,0,0,0,3,0,3,0,t28,2024-01-27
wielkopolskie,-,-,3,-,-,0.01,0,0,0,0,0,0,30,3,27,0,t30,2024-01-27
zachodniopomorskie,-,-,3,-,-,0.02,0,0,0,0,0,0,19,3,16,0,t32,2024-01-27
